time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.50,0.9036,0.5653,831.2753,0.0167
1,0.50,0.9554,0.3061,831.5056,-0.0076
2,0.50,0.9653,0.2696,834.8055,0.0076
3,0.50,0.9739,0.2327,839.5538,0.0051
4,0.50,0.9794,0.2044,822.2765,-0.0362
5,0.50,0.9797,0.2040,809.4512,0.0012
6,0.50,0.9752,0.2264,805.9486,-0.0234
7,0.50,0.9802,0.2007,814.0238,-0.0158
8,0.50,0.9798,0.2028,810.7344,-0.0314
9,0.50,0.9773,0.2146,787.2239,-0.0063
10,0.50,0.9784,0.2106,782.1316,0.0080
11,0.50,0.9765,0.2189,782.3330,-0.0082
12,0.50,0.9784,0.2098,783.4356,-0.0069
13,0.50,0.9709,0.2450,773.7773,-0.0014
14,0.50,0.9720,0.2400,774.2283,-0.0219
15,0.50,0.9734,0.2331,784.0108,0.0021
16,0.50,0.9654,0.2673,801.6222,0.0154
17,0.50,0.9772,0.2163,804.7445,0.0128
18,0.50,0.9744,0.2307,796.0675,-0.0102
19,0.50,0.9685,0.2548,799.9794,-0.0156
20,0.50,0.9753,0.2256,802.0576,-0.0196
21,0.50,0.9807,0.1982,810.7958,0.0113
22,0.50,0.9670,0.2617,808.4370,-0.0068
23,0.50,0.9712,0.2440,808.0782,-0.0208
24,0.50,0.9774,0.2145,814.0654,-0.0056
25,0.50,0.9706,0.2463,827.7344,-0.0012
26,0.50,0.9760,0.2224,818.2763,0.0036
27,0.50,0.9754,0.2240,812.7235,0.0127
28,0.50,0.9763,0.2219,800.7502,0.0110
29,0.50,0.9757,0.2261,804.0677,0.0188
