time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.02,0.2083,1.8544,834.1780,0.0667
1,0.02,0.2966,1.8035,839.5326,0.0613
2,0.02,0.3345,1.7388,843.0581,0.0475
3,0.02,0.2746,1.6939,860.5413,-0.0031
4,0.02,0.2594,1.6835,853.4407,-0.0037
5,0.02,0.3044,1.6953,841.9334,0.0212
6,0.02,0.3739,1.6150,824.9268,-0.0134
7,0.02,0.4215,1.6478,825.8097,0.0307
8,0.02,0.4443,1.6095,840.0507,0.0309
9,0.02,0.4483,1.5808,857.7709,0.0361
10,0.02,0.4516,1.6175,870.4387,0.0536
11,0.02,0.4744,1.6313,875.9550,0.0765
12,0.02,0.4834,1.6097,872.5814,0.0948
13,0.02,0.5183,1.5154,884.5905,0.0951
14,0.02,0.5606,1.4409,897.4492,0.0887
15,0.02,0.5351,1.5398,898.2947,0.0647
16,0.02,0.5273,1.6215,883.9858,0.0832
17,0.02,0.5656,1.5081,862.9512,0.0870
18,0.02,0.5884,1.4590,838.7248,0.0968
19,0.02,0.5901,1.2405,801.1039,0.0703
20,0.02,0.5684,1.3108,767.1018,0.0326
21,0.02,0.5432,1.4636,763.4113,0.0412
22,0.02,0.5746,1.4082,786.9333,0.0641
23,0.02,0.6350,1.2426,815.0296,0.0521
24,0.02,0.6732,1.1327,819.5652,0.0301
25,0.02,0.6480,1.1955,787.4767,0.0366
26,0.02,0.6629,1.1897,766.1704,0.0748
27,0.02,0.7062,1.0732,756.8218,0.0955
28,0.02,0.6998,0.9939,777.3624,0.0582
29,0.02,0.7137,1.0831,826.4772,0.0308
