time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.60,0.9433,0.3530,816.8448,-0.0222
1,0.60,0.9577,0.2983,806.6342,-0.0189
2,0.60,0.9726,0.2401,806.3554,-0.0106
3,0.60,0.9798,0.2023,809.1800,0.0189
4,0.60,0.9794,0.2046,798.9806,-0.0231
5,0.60,0.9818,0.1936,789.2664,-0.0087
6,0.60,0.9751,0.2265,782.5376,0.0198
7,0.60,0.9749,0.2275,782.5942,0.0236
8,0.60,0.9749,0.2275,782.5942,0.0236
9,0.60,0.9749,0.2275,782.5942,0.0236
10,0.60,0.9749,0.2275,782.5942,0.0236
11,0.60,0.9749,0.2275,782.5942,0.0236
12,0.60,0.9749,0.2275,782.5942,0.0236
13,0.60,0.9749,0.2275,782.5942,0.0236
14,0.60,0.9749,0.2275,782.5942,0.0236
15,0.60,0.9749,0.2275,782.5942,0.0236
16,0.60,0.9749,0.2275,782.5942,0.0236
17,0.60,0.9749,0.2275,782.5942,0.0236
18,0.60,0.9749,0.2275,782.5942,0.0236
19,0.60,0.9694,0.2504,785.4966,0.0350
20,0.60,0.9691,0.2520,784.9149,0.0384
21,0.60,0.9783,0.2120,784.5034,-0.0069
22,0.60,0.9793,0.2062,777.2087,-0.0135
23,0.60,0.9701,0.2473,771.8273,0.0128
24,0.60,0.9777,0.2131,782.6110,0.0028
25,0.60,0.9780,0.2132,795.4410,0.0251
26,0.60,0.9756,0.2243,791.3997,0.0297
27,0.60,0.9721,0.2413,778.3481,0.0331
28,0.60,0.9803,0.2003,780.9858,-0.0017
29,0.60,0.9782,0.2112,793.8892,-0.0096
