time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.90,0.9696,0.2499,832.9674,0.0067
1,0.90,0.9760,0.2215,831.1147,-0.0045
2,0.90,0.9840,0.1800,840.2341,0.0083
3,0.90,0.9850,0.1748,842.2525,-0.0075
4,0.90,0.9883,0.1537,832.3145,-0.0005
5,0.90,0.9836,0.1825,825.6514,0.0026
6,0.90,0.9825,0.1889,836.4353,-0.0185
7,0.90,0.9835,0.1843,838.0055,-0.0198
8,0.90,0.9870,0.1623,835.0460,-0.0226
9,0.90,0.9870,0.1623,835.0460,-0.0226
10,0.90,0.9870,0.1623,835.0460,-0.0226
11,0.90,0.9870,0.1623,835.0460,-0.0226
12,0.90,0.9870,0.1623,835.0460,-0.0226
13,0.90,0.9870,0.1623,835.0460,-0.0226
14,0.90,0.9870,0.1623,835.0460,-0.0226
15,0.90,0.9870,0.1623,835.0460,-0.0226
16,0.90,0.9870,0.1623,835.0460,-0.0226
17,0.90,0.9870,0.1623,835.0460,-0.0226
18,0.90,0.9870,0.1623,835.0460,-0.0226
19,0.90,0.9870,0.1623,835.0460,-0.0226
20,0.90,0.9870,0.1623,835.0460,-0.0226
21,0.90,0.9870,0.1623,835.0460,-0.0226
22,0.90,0.9870,0.1623,835.0460,-0.0226
23,0.90,0.9870,0.1623,835.0460,-0.0226
24,0.90,0.9870,0.1623,835.0460,-0.0226
25,0.90,0.9870,0.1623,835.0460,-0.0226
26,0.90,0.9870,0.1623,835.0460,-0.0226
27,0.90,0.9748,0.2268,830.1762,-0.0070
28,0.90,0.9855,0.1726,823.2893,-0.0065
29,0.90,0.9839,0.1821,833.7564,-0.0002
