time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.40,0.8344,0.6515,840.5461,-0.0014
1,0.40,0.8344,0.6515,840.5461,-0.0014
2,0.40,0.8344,0.6515,840.5461,-0.0014
3,0.40,0.8344,0.6515,840.5461,-0.0014
4,0.40,0.8344,0.6515,840.5461,-0.0014
5,0.40,0.8344,0.6515,840.5461,-0.0014
6,0.40,0.8344,0.6515,840.5461,-0.0014
7,0.40,0.8344,0.6515,840.5461,-0.0014
8,0.40,0.8344,0.6515,840.5461,-0.0014
9,0.40,0.8344,0.6515,840.5461,-0.0014
10,0.40,0.8344,0.6515,840.5461,-0.0014
11,0.40,0.8996,0.5038,838.5146,0.0075
12,0.40,0.9498,0.3284,840.9347,0.0245
13,0.40,0.9511,0.3246,838.6447,0.0297
14,0.40,0.9551,0.3059,837.4108,0.0222
15,0.40,0.9692,0.2516,825.3244,0.0048
16,0.40,0.9714,0.2418,817.4566,-0.0103
17,0.40,0.9720,0.2387,819.5295,0.0040
18,0.40,0.9733,0.2341,823.8981,-0.0210
19,0.40,0.9718,0.2407,836.3145,-0.0169
20,0.40,0.9677,0.2574,842.6355,0.0003
21,0.40,0.9629,0.2766,849.3952,-0.0008
22,0.40,0.9703,0.2461,843.8728,0.0233
23,0.40,0.9646,0.2698,842.7974,0.0322
24,0.40,0.9697,0.2510,848.1204,0.0123
25,0.40,0.9648,0.2707,836.8325,-0.0187
26,0.40,0.9785,0.2097,842.4207,0.0199
27,0.40,0.9633,0.2756,834.0037,0.0328
28,0.40,0.9749,0.2268,826.4001,0.0242
29,0.40,0.9606,0.3497,821.9794,0.0021
