time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.70,0.9538,0.3155,820.7570,0.0165
1,0.70,0.9753,0.2253,811.6595,0.0050
2,0.70,0.9823,0.1896,817.0754,-0.0144
3,0.70,0.9791,0.2064,830.1950,-0.0367
4,0.70,0.9816,0.1931,836.1522,-0.0047
5,0.70,0.9807,0.1987,833.9240,0.0106
6,0.70,0.9834,0.1838,837.0349,0.0109
7,0.70,0.9813,0.1944,838.0462,0.0170
8,0.70,0.9772,0.2150,840.0221,0.0071
9,0.70,0.9813,0.1961,830.3611,0.0068
10,0.70,0.9850,0.1744,817.6761,0.0035
11,0.70,0.9850,0.1742,821.8711,-0.0104
12,0.70,0.9865,0.1652,823.3660,-0.0030
13,0.70,0.9829,0.1871,823.8481,0.0006
14,0.70,0.9835,0.1834,812.7752,-0.0130
15,0.70,0.9829,0.1865,812.2054,0.0135
16,0.70,0.9845,0.1768,821.4675,0.0092
17,0.70,0.9858,0.1697,824.9427,0.0084
18,0.70,0.9848,0.1753,814.3967,0.0239
19,0.70,0.9788,0.2082,806.4644,-0.0137
20,0.70,0.9839,0.1804,811.8368,0.0012
21,0.70,0.9832,0.1843,817.2778,0.0075
22,0.70,0.9828,0.1865,815.6742,0.0298
23,0.70,0.9804,0.2013,804.0604,0.0318
24,0.70,0.9847,0.1760,801.1455,-0.0126
25,0.70,0.9807,0.2000,812.6079,-0.0130
26,0.70,0.9780,0.2122,817.2920,0.0001
27,0.70,0.9863,0.1665,804.1058,0.0041
28,0.70,0.9803,0.2000,793.5097,-0.0214
29,0.70,0.9769,0.2167,798.4124,-0.0338
