time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.60,0.9424,0.4450,821.9571,0.0303
1,0.60,0.9708,0.2441,818.3262,-0.0024
2,0.60,0.9733,0.2330,824.7291,0.0147
3,0.60,0.9729,0.2358,828.6576,-0.0119
4,0.60,0.9763,0.2215,832.3851,0.0090
5,0.60,0.9868,0.1635,851.3644,0.0137
6,0.60,0.9848,0.1756,845.9332,-0.0012
7,0.60,0.9848,0.1756,845.9332,-0.0012
8,0.60,0.9848,0.1756,845.9332,-0.0012
9,0.60,0.9848,0.1756,845.9332,-0.0012
10,0.60,0.9848,0.1756,845.9332,-0.0012
11,0.60,0.9848,0.1756,845.9332,-0.0012
12,0.60,0.9848,0.1756,845.9332,-0.0012
13,0.60,0.9848,0.1756,845.9332,-0.0012
14,0.60,0.9769,0.2174,848.6071,0.0355
15,0.60,0.9791,0.2078,838.3386,-0.0117
16,0.60,0.9816,0.1930,832.6223,-0.0142
17,0.60,0.9818,0.1921,852.7356,0.0008
18,0.60,0.9797,0.2046,846.4374,0.0043
19,0.60,0.9739,0.2302,852.8293,-0.0075
20,0.60,0.9775,0.2145,852.3499,-0.0043
21,0.60,0.9808,0.1981,854.9559,0.0086
22,0.60,0.9781,0.2134,848.4272,-0.0146
23,0.60,0.9707,0.2497,856.8214,-0.0097
24,0.60,0.9778,0.2131,856.1158,-0.0213
25,0.60,0.9788,0.2086,854.6495,0.0095
26,0.60,0.9813,0.1947,863.2056,0.0213
27,0.60,0.9792,0.2062,857.3261,0.0098
28,0.60,0.9786,0.2086,866.5029,0.0142
29,0.60,0.9844,0.1773,869.4920,0.0319
