time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.60,0.9389,0.3675,837.3096,-0.0050
1,0.60,0.9590,0.3010,841.8383,0.0160
2,0.60,0.9750,0.2277,852.0649,0.0483
3,0.60,0.9795,0.2045,838.0685,0.0450
4,0.60,0.9811,0.1962,843.0093,0.0177
5,0.60,0.9836,0.1833,849.6914,0.0069
6,0.60,0.9850,0.1758,855.2356,0.0233
7,0.60,0.9830,0.1858,851.2705,0.0096
8,0.60,0.9810,0.1964,841.2298,0.0218
9,0.60,0.9758,0.2260,845.4527,0.0193
10,0.60,0.9789,0.2080,851.3388,0.0230
11,0.60,0.9789,0.2080,851.3388,0.0230
12,0.60,0.9789,0.2080,851.3388,0.0230
13,0.60,0.9789,0.2080,851.3388,0.0230
14,0.60,0.9789,0.2080,851.3388,0.0230
15,0.60,0.9789,0.2080,851.3388,0.0230
16,0.60,0.9789,0.2080,851.3388,0.0230
17,0.60,0.9789,0.2080,851.3388,0.0230
18,0.60,0.9789,0.2080,851.3388,0.0230
19,0.60,0.9789,0.2080,851.3388,0.0230
20,0.60,0.9789,0.2080,851.3388,0.0230
21,0.60,0.9789,0.2080,851.3388,0.0230
22,0.60,0.9789,0.2080,851.3388,0.0230
23,0.60,0.9789,0.2080,851.3388,0.0230
24,0.60,0.9616,0.2826,863.0843,-0.0083
25,0.60,0.9767,0.2203,855.2979,-0.0134
26,0.60,0.9775,0.2148,836.6033,0.0142
27,0.60,0.9792,0.2057,843.3987,0.0019
28,0.60,0.9760,0.2233,851.6704,-0.0129
29,0.60,0.9794,0.2056,851.2291,0.0124
