time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.50,0.9268,0.4351,811.3425,0.0317
1,0.50,0.9590,0.2919,819.7820,0.0314
2,0.50,0.9648,0.2691,832.1479,-0.0163
3,0.50,0.9647,0.2712,844.3840,-0.0446
4,0.50,0.9747,0.2282,827.0197,-0.0249
5,0.50,0.9674,0.2594,822.3444,-0.0116
6,0.50,0.9712,0.2448,826.2516,0.0347
7,0.50,0.9742,0.2321,827.3027,0.0239
8,0.50,0.9742,0.2321,827.3027,0.0239
9,0.50,0.9742,0.2321,827.3027,0.0239
10,0.50,0.9742,0.2321,827.3027,0.0239
11,0.50,0.9742,0.2321,827.3027,0.0239
12,0.50,0.9742,0.2321,827.3027,0.0239
13,0.50,0.9742,0.2321,827.3027,0.0239
14,0.50,0.9742,0.2321,827.3027,0.0239
15,0.50,0.9742,0.2321,827.3027,0.0239
16,0.50,0.9742,0.2321,827.3027,0.0239
17,0.50,0.9742,0.2321,827.3027,0.0239
18,0.50,0.9742,0.2321,827.3027,0.0239
19,0.50,0.9742,0.2321,827.3027,0.0239
20,0.50,0.9742,0.2321,827.3027,0.0239
21,0.50,0.9742,0.2321,827.3027,0.0239
22,0.50,0.9742,0.2321,827.3027,0.0239
23,0.50,0.9742,0.2321,827.3027,0.0239
24,0.50,0.9636,0.2731,836.6598,-0.0019
25,0.50,0.9636,0.2750,821.6679,0.0143
26,0.50,0.9779,0.2120,808.8293,-0.0021
27,0.50,0.9803,0.1999,808.9614,-0.0130
28,0.50,0.9777,0.2126,809.9512,-0.0003
29,0.50,0.9737,0.2328,817.6307,-0.0063
