time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.10,0.3388,1.6493,819.6807,-0.0224
1,0.10,0.4821,1.4979,815.6247,-0.0161
2,0.10,0.6337,1.2332,815.2377,-0.0072
3,0.10,0.7541,1.0050,801.6628,-0.0668
4,0.10,0.8087,0.8760,799.8191,-0.0646
5,0.10,0.8551,0.7439,792.5547,-0.0368
6,0.10,0.8686,0.6752,795.3371,-0.0519
7,0.10,0.8948,0.5768,779.5286,-0.0571
8,0.10,0.9089,0.5363,782.9711,-0.0192
9,0.10,0.8965,0.5048,788.8644,-0.0123
10,0.10,0.8815,0.6220,785.0833,0.0025
11,0.10,0.8787,0.6564,785.4113,0.0355
12,0.10,0.9044,0.6061,785.5751,0.0228
13,0.10,0.8641,0.6973,791.1539,0.0178
14,0.10,0.8770,0.6755,797.4704,-0.0013
15,0.10,0.8995,0.5360,796.2437,-0.0492
16,0.10,0.9114,0.4332,803.1666,-0.0435
17,0.10,0.9120,0.4327,843.1345,-0.0528
18,0.10,0.8994,0.6355,845.4844,-0.0735
19,0.10,0.8647,0.6354,844.9159,-0.0835
20,0.10,0.8842,0.5321,838.7263,-0.0579
21,0.10,0.8510,0.5861,817.9279,0.0059
22,0.10,0.8675,0.6707,811.1188,0.0058
23,0.10,0.8904,0.5083,816.4909,-0.0279
24,0.10,0.9119,0.4343,815.5355,-0.0257
25,0.10,0.9277,0.3919,813.4458,-0.0300
26,0.10,0.9038,0.5562,807.8091,-0.0361
27,0.10,0.9205,0.5626,826.0389,0.0031
28,0.10,0.9097,0.5570,871.6824,0.0174
29,0.10,0.9031,0.6228,882.7189,0.0406
