time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.80,0.9581,0.2969,834.5792,0.0046
1,0.80,0.9770,0.2165,839.0686,-0.0061
2,0.80,0.9751,0.2251,841.4952,0.0134
3,0.80,0.9870,0.1616,836.2117,0.0142
4,0.80,0.9821,0.1910,831.5449,0.0065
5,0.80,0.9840,0.1801,834.9254,0.0234
6,0.80,0.9826,0.1901,840.2830,-0.0140
7,0.80,0.9787,0.2108,830.6733,-0.0197
8,0.80,0.9832,0.1849,823.3907,0.0071
9,0.80,0.9833,0.1848,828.7728,-0.0108
10,0.80,0.9844,0.1788,833.7849,0.0197
11,0.80,0.9842,0.1791,834.2495,-0.0002
12,0.80,0.9846,0.1770,829.6146,-0.0145
13,0.80,0.9846,0.1770,829.6146,-0.0145
14,0.80,0.9846,0.1770,829.6146,-0.0145
15,0.80,0.9846,0.1770,829.6146,-0.0145
16,0.80,0.9846,0.1770,829.6146,-0.0145
17,0.80,0.9846,0.1770,829.6146,-0.0145
18,0.80,0.9846,0.1770,829.6146,-0.0145
19,0.80,0.9846,0.1770,829.6146,-0.0145
20,0.80,0.9846,0.1770,829.6146,-0.0145
21,0.80,0.9846,0.1770,829.6146,-0.0145
22,0.80,0.9846,0.1770,829.6146,-0.0145
23,0.80,0.9846,0.1770,829.6146,-0.0145
24,0.80,0.9846,0.1770,829.6146,-0.0145
25,0.80,0.9696,0.2508,827.0488,-0.0013
26,0.80,0.9796,0.2037,828.7869,0.0106
27,0.80,0.9846,0.1775,830.3908,-0.0132
28,0.80,0.9804,0.1997,830.3827,0.0120
29,0.80,0.9850,0.1752,820.1805,0.0033
