time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.40,0.8355,0.7847,826.6890,-0.0281
1,0.40,0.9393,0.4086,831.4982,-0.0332
2,0.40,0.9459,0.3371,828.3149,-0.0005
3,0.40,0.9574,0.2962,823.4059,0.0192
4,0.40,0.9675,0.2590,807.7131,-0.0287
5,0.40,0.9663,0.2649,798.1174,-0.0075
6,0.40,0.9705,0.2474,801.0026,0.0121
7,0.40,0.9648,0.2699,798.1109,-0.0299
8,0.40,0.9682,0.2579,801.8710,-0.0197
9,0.40,0.9739,0.2329,801.6347,0.0051
10,0.40,0.9658,0.2652,816.8453,-0.0136
11,0.40,0.9617,0.2807,820.8693,-0.0099
12,0.40,0.9762,0.2198,817.9336,-0.0126
13,0.40,0.9772,0.2159,815.7424,0.0132
14,0.40,0.9727,0.2367,816.0427,0.0366
15,0.40,0.9678,0.2575,819.7433,-0.0062
16,0.40,0.9661,0.2642,818.8003,0.0110
17,0.40,0.9661,0.2642,818.8003,0.0110
18,0.40,0.9661,0.2642,818.8003,0.0110
19,0.40,0.9661,0.2642,818.8003,0.0110
20,0.40,0.9661,0.2642,818.8003,0.0110
21,0.40,0.9661,0.2642,818.8003,0.0110
22,0.40,0.9661,0.2642,818.8003,0.0110
23,0.40,0.9661,0.2642,818.8003,0.0110
24,0.40,0.9661,0.2642,818.8003,0.0110
25,0.40,0.9689,0.2522,811.1109,0.0002
26,0.40,0.9663,0.2633,810.4977,-0.0094
27,0.40,0.9554,0.3048,806.9503,-0.0209
28,0.40,0.9637,0.2747,823.7240,-0.0333
29,0.40,0.9725,0.2377,826.0571,-0.0109
