time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.20,0.5882,1.3102,849.3698,0.0129
1,0.20,0.7699,1.0555,858.0676,0.0221
2,0.20,0.8303,0.8068,845.5699,-0.0121
3,0.20,0.9079,0.5047,823.1513,-0.0052
4,0.20,0.9186,0.5339,819.8938,-0.0096
5,0.20,0.9345,0.4620,813.8978,0.0136
6,0.20,0.9522,0.3144,827.6040,0.0068
7,0.20,0.9484,0.3294,834.0784,-0.0162
8,0.20,0.9368,0.3669,827.0315,-0.0546
9,0.20,0.9401,0.3556,810.4026,-0.0651
10,0.20,0.9454,0.3386,797.0220,-0.0545
11,0.20,0.9467,0.3360,793.7894,-0.0447
12,0.20,0.9467,0.3360,793.7894,-0.0447
13,0.20,0.9467,0.3360,793.7894,-0.0447
14,0.20,0.9467,0.3360,793.7894,-0.0447
15,0.20,0.9467,0.3360,793.7894,-0.0447
16,0.20,0.9467,0.3360,793.7894,-0.0447
17,0.20,0.9326,0.3753,793.4159,-0.0351
18,0.20,0.9362,0.3643,790.5757,-0.0178
19,0.20,0.9442,0.3403,791.9866,-0.0443
20,0.20,0.9451,0.3394,796.5402,-0.0200
21,0.20,0.9419,0.3505,775.1698,-0.0338
22,0.20,0.9293,0.5278,771.4300,-0.0753
23,0.20,0.9261,0.3975,786.3556,-0.0611
24,0.20,0.9324,0.3768,787.8433,-0.0816
25,0.20,0.9316,0.3798,786.1622,-0.0451
26,0.20,0.9350,0.4609,769.9555,-0.0211
27,0.20,0.9372,0.3620,758.7181,0.0106
28,0.20,0.9531,0.3123,779.2326,0.0329
29,0.20,0.9515,0.3180,792.8483,-0.0321
