time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.20,0.5384,1.4407,823.2572,0.0285
1,0.20,0.7084,1.0972,820.9313,0.0429
2,0.20,0.8322,0.8812,808.4255,-0.0001
3,0.20,0.8680,0.6907,806.3453,0.0399
4,0.20,0.8875,0.6508,813.5700,-0.0224
5,0.20,0.9053,0.6142,814.0462,-0.0127
6,0.20,0.9157,0.6549,791.2513,0.0210
7,0.20,0.9245,0.4684,761.8578,0.0202
8,0.20,0.9150,0.5381,760.3896,0.0105
9,0.20,0.9283,0.5083,786.0593,-0.0250
10,0.20,0.9403,0.4028,798.6145,0.0066
11,0.20,0.9323,0.4265,781.4855,0.0385
12,0.20,0.9343,0.4201,771.6826,0.0097
13,0.20,0.9424,0.3923,779.8781,-0.0006
14,0.20,0.9446,0.3394,800.4475,0.0198
15,0.20,0.9326,0.3765,829.9527,-0.0273
16,0.20,0.9421,0.3488,818.9442,-0.0088
17,0.20,0.9439,0.3438,798.0627,-0.0033
18,0.20,0.9387,0.3567,804.9595,0.0250
19,0.20,0.9331,0.3726,814.3161,0.0354
20,0.20,0.9330,0.4677,821.2324,0.0110
21,0.20,0.9318,0.3869,811.7334,-0.0235
22,0.20,0.9316,0.3798,778.0142,-0.0193
23,0.20,0.9398,0.3538,776.7951,-0.0422
24,0.20,0.9297,0.4698,782.9121,0.0050
25,0.20,0.9232,0.4860,801.0716,0.0092
26,0.20,0.9317,0.3789,800.6058,-0.0050
27,0.20,0.9437,0.3948,763.9257,-0.0330
28,0.20,0.9422,0.3488,749.2183,-0.0243
29,0.20,0.9473,0.3307,770.9178,-0.0027
