time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.60,0.9448,0.4623,808.5701,0.0262
1,0.60,0.9676,0.2582,804.0046,0.0503
2,0.60,0.9789,0.2075,795.0610,0.0458
3,0.60,0.9775,0.2142,785.4499,0.0122
4,0.60,0.9752,0.2259,780.3810,-0.0280
5,0.60,0.9802,0.2002,784.6687,-0.0131
6,0.60,0.9802,0.2006,779.5519,0.0157
7,0.60,0.9795,0.2056,783.9429,0.0229
8,0.60,0.9806,0.1996,782.4343,0.0376
9,0.60,0.9792,0.2067,784.5729,0.0384
10,0.60,0.9776,0.2135,782.3428,0.0059
11,0.60,0.9773,0.2169,776.5213,-0.0121
12,0.60,0.9837,0.1827,773.7784,0.0066
13,0.60,0.9753,0.2258,779.7635,-0.0028
14,0.60,0.9751,0.2260,785.7580,-0.0021
15,0.60,0.9800,0.2016,782.1070,0.0082
16,0.60,0.9801,0.2009,783.4956,0.0004
17,0.60,0.9805,0.1994,787.7869,0.0134
18,0.60,0.9798,0.2032,795.2282,0.0025
19,0.60,0.9854,0.1725,799.9233,0.0246
20,0.60,0.9788,0.2077,795.7296,0.0088
21,0.60,0.9783,0.2101,792.5873,-0.0143
22,0.60,0.9772,0.2159,798.5576,-0.0391
23,0.60,0.9770,0.2177,801.9761,-0.0045
24,0.60,0.9803,0.2007,803.2388,0.0014
25,0.60,0.9793,0.2055,802.2384,0.0021
26,0.60,0.9799,0.2033,805.1206,-0.0053
27,0.60,0.9829,0.1861,813.8450,-0.0310
28,0.60,0.9833,0.1845,818.7570,-0.0044
29,0.60,0.9788,0.2085,808.0525,-0.0141
