time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.40,0.8217,0.8862,826.0277,0.0264
1,0.40,0.8217,0.8862,826.0277,0.0264
2,0.40,0.8217,0.8862,826.0277,0.0264
3,0.40,0.8217,0.8862,826.0277,0.0264
4,0.40,0.8217,0.8862,826.0277,0.0264
5,0.40,0.8217,0.8862,826.0277,0.0264
6,0.40,0.8217,0.8862,826.0277,0.0264
7,0.40,0.8217,0.8862,826.0277,0.0264
8,0.40,0.8217,0.8862,826.0277,0.0264
9,0.40,0.8867,0.7057,830.3070,0.0342
10,0.40,0.9465,0.3751,812.3104,0.0281
11,0.40,0.9621,0.3268,810.6759,0.0088
12,0.40,0.9545,0.3423,819.0751,0.0122
13,0.40,0.9516,0.3489,823.7647,0.0136
14,0.40,0.9588,0.3032,810.7060,0.0107
15,0.40,0.9679,0.2568,795.4143,-0.0073
16,0.40,0.9736,0.2341,797.8466,-0.0341
17,0.40,0.9753,0.2259,815.1245,0.0058
18,0.40,0.9748,0.2271,824.5431,-0.0101
19,0.40,0.9627,0.2770,805.9599,-0.0244
20,0.40,0.9680,0.2567,795.1190,-0.0177
21,0.40,0.9734,0.2330,808.5189,0.0318
22,0.40,0.9669,0.2610,818.0101,0.0289
23,0.40,0.9661,0.2651,805.4800,-0.0012
24,0.40,0.9633,0.2747,790.9682,-0.0176
25,0.40,0.9702,0.2484,797.5839,-0.0116
26,0.40,0.9705,0.2462,818.3326,-0.0054
27,0.40,0.9757,0.2222,818.6730,0.0010
28,0.40,0.9716,0.2408,809.5449,0.0166
29,0.40,0.9728,0.2366,799.2061,0.0137
