time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.50,0.8958,0.5864,813.7198,0.0271
1,0.50,0.8958,0.5864,813.7198,0.0271
2,0.50,0.8958,0.5864,813.7198,0.0271
3,0.50,0.8958,0.5864,813.7198,0.0271
4,0.50,0.8958,0.5864,813.7198,0.0271
5,0.50,0.8958,0.5864,813.7198,0.0271
6,0.50,0.8958,0.5864,813.7198,0.0271
7,0.50,0.8958,0.5864,813.7198,0.0271
8,0.50,0.8958,0.5864,813.7198,0.0271
9,0.50,0.8958,0.5864,813.7198,0.0271
10,0.50,0.8958,0.5864,813.7198,0.0271
11,0.50,0.9525,0.3157,813.3743,0.0247
12,0.50,0.9689,0.2556,822.9232,0.0277
13,0.50,0.9774,0.2140,822.6903,0.0168
14,0.50,0.9727,0.2376,810.5819,0.0051
15,0.50,0.9702,0.2481,817.6181,-0.0027
16,0.50,0.9771,0.2164,826.5385,-0.0143
17,0.50,0.9736,0.2331,835.2468,0.0013
18,0.50,0.9811,0.1958,823.4734,-0.0001
19,0.50,0.9765,0.2189,812.2879,0.0068
20,0.50,0.9784,0.2100,819.5012,0.0104
21,0.50,0.9721,0.2394,824.1032,-0.0113
22,0.50,0.9773,0.2152,828.8752,0.0052
23,0.50,0.9798,0.2022,820.9757,0.0094
24,0.50,0.9740,0.2322,819.9617,-0.0201
25,0.50,0.9728,0.2357,824.1802,0.0097
26,0.50,0.9748,0.2264,821.5991,0.0120
27,0.50,0.9766,0.2176,817.3774,0.0261
28,0.50,0.9759,0.2211,807.8877,0.0262
29,0.50,0.9694,0.2529,798.2601,0.0107
