time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.50,0.9029,0.6735,847.2760,-0.0199
1,0.50,0.9598,0.2901,841.5176,-0.0391
2,0.50,0.9727,0.2364,857.2302,-0.0141
3,0.50,0.9729,0.2369,852.6211,-0.0055
4,0.50,0.9751,0.2253,847.9212,0.0099
5,0.50,0.9780,0.2115,831.3407,0.0457
6,0.50,0.9768,0.2180,830.9870,0.0265
7,0.50,0.9768,0.2180,830.9870,0.0265
8,0.50,0.9768,0.2180,830.9870,0.0265
9,0.50,0.9768,0.2180,830.9870,0.0265
10,0.50,0.9768,0.2180,830.9870,0.0265
11,0.50,0.9768,0.2180,830.9870,0.0265
12,0.50,0.9768,0.2180,830.9870,0.0265
13,0.50,0.9768,0.2180,830.9870,0.0265
14,0.50,0.9768,0.2180,830.9870,0.0265
15,0.50,0.9768,0.2180,830.9870,0.0265
16,0.50,0.9768,0.2180,830.9870,0.0265
17,0.50,0.9768,0.2180,830.9870,0.0265
18,0.50,0.9768,0.2180,830.9870,0.0265
19,0.50,0.9768,0.2180,830.9870,0.0265
20,0.50,0.9768,0.2180,830.9870,0.0265
21,0.50,0.9768,0.2180,830.9870,0.0265
22,0.50,0.9768,0.2180,830.9870,0.0265
23,0.50,0.9768,0.2180,830.9870,0.0265
24,0.50,0.9768,0.2180,830.9870,0.0265
25,0.50,0.9768,0.2180,830.9870,0.0265
26,0.50,0.9768,0.2180,830.9870,0.0265
27,0.50,0.9768,0.2180,830.9870,0.0265
28,0.50,0.9768,0.2180,830.9870,0.0265
29,0.50,0.9768,0.2180,830.9870,0.0265
