time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.60,0.9277,0.3912,810.9207,-0.0057
1,0.60,0.9277,0.3912,810.9207,-0.0057
2,0.60,0.9277,0.3912,810.9207,-0.0057
3,0.60,0.9277,0.3912,810.9207,-0.0057
4,0.60,0.9277,0.3912,810.9207,-0.0057
5,0.60,0.9277,0.3912,810.9207,-0.0057
6,0.60,0.9277,0.3912,810.9207,-0.0057
7,0.60,0.9277,0.3912,810.9207,-0.0057
8,0.60,0.9277,0.3912,810.9207,-0.0057
9,0.60,0.9277,0.3912,810.9207,-0.0057
10,0.60,0.9277,0.3912,810.9207,-0.0057
11,0.60,0.9277,0.3912,810.9207,-0.0057
12,0.60,0.9277,0.3912,810.9207,-0.0057
13,0.60,0.9277,0.3912,810.9207,-0.0057
14,0.60,0.9277,0.3912,810.9207,-0.0057
15,0.60,0.9277,0.3912,810.9207,-0.0057
16,0.60,0.9277,0.3912,810.9207,-0.0057
17,0.60,0.9277,0.3912,810.9207,-0.0057
18,0.60,0.9277,0.3912,810.9207,-0.0057
19,0.60,0.9277,0.3912,810.9207,-0.0057
20,0.60,0.9277,0.3912,810.9207,-0.0057
21,0.60,0.9277,0.3912,810.9207,-0.0057
22,0.60,0.9277,0.3912,810.9207,-0.0057
23,0.60,0.9277,0.3912,810.9207,-0.0057
24,0.60,0.9277,0.3912,810.9207,-0.0057
25,0.60,0.9277,0.3912,810.9207,-0.0057
26,0.60,0.9277,0.3912,810.9207,-0.0057
27,0.60,0.9277,0.3912,810.9207,-0.0057
28,0.60,0.9277,0.3912,810.9207,-0.0057
29,0.60,0.9277,0.3912,810.9207,-0.0057
