time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.80,0.9597,0.2896,793.5129,-0.0032
1,0.80,0.9597,0.2896,793.5129,-0.0032
2,0.80,0.9597,0.2896,793.5129,-0.0032
3,0.80,0.9597,0.2896,793.5129,-0.0032
4,0.80,0.9597,0.2896,793.5129,-0.0032
5,0.80,0.9597,0.2896,793.5129,-0.0032
6,0.80,0.9597,0.2896,793.5129,-0.0032
7,0.80,0.9597,0.2896,793.5129,-0.0032
8,0.80,0.9597,0.2896,793.5129,-0.0032
9,0.80,0.9597,0.2896,793.5129,-0.0032
10,0.80,0.9597,0.2896,793.5129,-0.0032
11,0.80,0.9597,0.2896,793.5129,-0.0032
12,0.80,0.9597,0.2896,793.5129,-0.0032
13,0.80,0.9597,0.2896,793.5129,-0.0032
14,0.80,0.9597,0.2896,793.5129,-0.0032
15,0.80,0.9597,0.2896,793.5129,-0.0032
16,0.80,0.9805,0.1992,791.5884,0.0172
17,0.80,0.9775,0.2138,789.6087,0.0177
18,0.80,0.9813,0.1949,783.7589,-0.0124
19,0.80,0.9789,0.2083,781.5646,-0.0247
20,0.80,0.9797,0.2042,785.8011,0.0054
21,0.80,0.9808,0.1972,793.7818,0.0295
22,0.80,0.9808,0.1973,793.9914,0.0213
23,0.80,0.9808,0.1973,793.9914,0.0213
24,0.80,0.9808,0.1973,793.9914,0.0213
25,0.80,0.9808,0.1973,793.9914,0.0213
26,0.80,0.9808,0.1973,793.9914,0.0213
27,0.80,0.9808,0.1973,793.9914,0.0213
28,0.80,0.9808,0.1973,793.9914,0.0213
29,0.80,0.9808,0.1973,793.9914,0.0213
