time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.60,0.9308,0.4748,830.6224,-0.0216
1,0.60,0.9308,0.4748,830.6224,-0.0216
2,0.60,0.9308,0.4748,830.6224,-0.0216
3,0.60,0.9308,0.4748,830.6224,-0.0216
4,0.60,0.9308,0.4748,830.6224,-0.0216
5,0.60,0.9308,0.4748,830.6224,-0.0216
6,0.60,0.9308,0.4748,830.6224,-0.0216
7,0.60,0.9308,0.4748,830.6224,-0.0216
8,0.60,0.9308,0.4748,830.6224,-0.0216
9,0.60,0.9409,0.3544,829.1922,-0.0198
10,0.60,0.9673,0.2605,820.9126,-0.0041
11,0.60,0.9738,0.2322,837.8259,-0.0172
12,0.60,0.9704,0.2485,830.5328,-0.0062
13,0.60,0.9745,0.2300,826.1965,-0.0073
14,0.60,0.9795,0.2044,828.5402,-0.0190
15,0.60,0.9807,0.1992,838.2726,-0.0457
16,0.60,0.9734,0.2337,852.7212,-0.0269
17,0.60,0.9757,0.2243,827.8544,-0.0006
18,0.60,0.9802,0.2021,825.1808,-0.0234
19,0.60,0.9802,0.2021,825.1808,-0.0234
20,0.60,0.9736,0.2344,828.9672,-0.0184
21,0.60,0.9800,0.2015,854.9097,-0.0067
22,0.60,0.9829,0.1865,848.5836,0.0124
23,0.60,0.9818,0.1932,837.9826,0.0154
24,0.60,0.9818,0.1932,837.9826,0.0154
25,0.60,0.9818,0.1932,837.9826,0.0154
26,0.60,0.9818,0.1932,837.9826,0.0154
27,0.60,0.9818,0.1932,837.9826,0.0154
28,0.60,0.9818,0.1932,837.9826,0.0154
29,0.60,0.9818,0.1932,837.9826,0.0154
