time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.01,0.0186,1.8207,826.9096,0.0037
1,0.01,0.0602,1.7483,829.3194,-0.0403
2,0.01,0.0816,1.7226,826.3192,-0.0501
3,0.01,0.1436,1.7130,840.7756,-0.0545
4,0.01,0.1907,1.6669,848.9289,-0.0684
5,0.01,0.2843,1.6070,855.3276,-0.1199
6,0.01,0.3502,1.4831,858.2357,-0.2040
7,0.01,0.3964,1.4450,864.3967,-0.2139
8,0.01,0.4342,1.3699,873.7618,-0.2504
9,0.01,0.4683,1.3073,881.0863,-0.2381
10,0.01,0.4749,1.2991,852.0545,-0.2898
11,0.01,0.5006,1.2533,833.5940,-0.3037
12,0.01,0.5730,1.1592,837.3998,-0.3693
13,0.01,0.5561,1.1055,841.4733,-0.3672
14,0.01,0.5771,1.1887,836.9054,-0.3659
15,0.01,0.6030,1.1473,832.0519,-0.3550
16,0.01,0.6160,1.1312,814.3422,-0.3537
17,0.01,0.5867,1.2204,817.4497,-0.3154
18,0.01,0.5789,1.2182,838.9114,-0.2668
19,0.01,0.6033,1.1890,848.1122,-0.2482
20,0.01,0.6043,1.2064,861.6045,-0.2306
21,0.01,0.5804,1.2060,856.6157,-0.1945
22,0.01,0.5493,1.2907,843.5074,-0.1774
23,0.01,0.4937,1.3894,837.0880,-0.1602
24,0.01,0.4627,1.4799,836.3008,-0.0982
25,0.01,0.5042,1.4531,835.7691,-0.1117
26,0.01,0.5033,1.4314,859.2563,-0.1151
27,0.01,0.5045,1.4105,830.0533,-0.1148
28,0.01,0.5502,1.4028,800.2902,-0.0735
29,0.01,0.6135,1.2763,773.6038,-0.0298
