time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.80,0.9543,0.3091,825.1219,-0.0176
1,0.80,0.9785,0.2139,826.1810,0.0062
2,0.80,0.9815,0.1942,817.7293,0.0202
3,0.80,0.9802,0.2004,822.9370,0.0157
4,0.80,0.9859,0.1693,831.8301,0.0030
5,0.80,0.9870,0.1619,830.6899,-0.0144
6,0.80,0.9847,0.1756,822.7469,-0.0021
7,0.80,0.9898,0.1432,816.4410,0.0169
8,0.80,0.9794,0.2051,820.3669,0.0134
9,0.80,0.9835,0.1828,817.5885,0.0033
10,0.80,0.9835,0.1828,817.5885,0.0033
11,0.80,0.9835,0.1828,817.5885,0.0033
12,0.80,0.9835,0.1828,817.5885,0.0033
13,0.80,0.9835,0.1828,817.5885,0.0033
14,0.80,0.9835,0.1828,817.5885,0.0033
15,0.80,0.9835,0.1828,817.5885,0.0033
16,0.80,0.9835,0.1828,817.5885,0.0033
17,0.80,0.9835,0.1828,817.5885,0.0033
18,0.80,0.9835,0.1828,817.5885,0.0033
19,0.80,0.9835,0.1828,817.5885,0.0033
20,0.80,0.9835,0.1828,817.5885,0.0033
21,0.80,0.9835,0.1828,817.5885,0.0033
22,0.80,0.9835,0.1828,817.5885,0.0033
23,0.80,0.9835,0.1828,817.5885,0.0033
24,0.80,0.9835,0.1828,817.5885,0.0033
25,0.80,0.9835,0.1828,817.5885,0.0033
26,0.80,0.9835,0.1828,817.5885,0.0033
27,0.80,0.9835,0.1828,817.5885,0.0033
28,0.80,0.9835,0.1828,817.5885,0.0033
29,0.80,0.9835,0.1828,817.5885,0.0033
