time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.90,0.9610,0.2838,807.8834,-0.0111
1,0.90,0.9727,0.2370,823.0948,0.0124
2,0.90,0.9799,0.2019,827.3552,0.0024
3,0.90,0.9836,0.1823,810.1781,0.0137
4,0.90,0.9868,0.1641,801.3833,0.0275
5,0.90,0.9893,0.1475,812.4557,0.0219
6,0.90,0.9874,0.1597,825.2981,0.0264
7,0.90,0.9866,0.1666,813.9334,0.0160
8,0.90,0.9855,0.1729,794.4828,-0.0012
9,0.90,0.9855,0.1729,794.4828,-0.0012
10,0.90,0.9855,0.1729,794.4828,-0.0012
11,0.90,0.9855,0.1729,794.4828,-0.0012
12,0.90,0.9855,0.1729,794.4828,-0.0012
13,0.90,0.9855,0.1729,794.4828,-0.0012
14,0.90,0.9855,0.1729,794.4828,-0.0012
15,0.90,0.9855,0.1729,794.4828,-0.0012
16,0.90,0.9855,0.1729,794.4828,-0.0012
17,0.90,0.9855,0.1729,794.4828,-0.0012
18,0.90,0.9855,0.1729,794.4828,-0.0012
19,0.90,0.9855,0.1729,794.4828,-0.0012
20,0.90,0.9855,0.1729,794.4828,-0.0012
21,0.90,0.9855,0.1729,794.4828,-0.0012
22,0.90,0.9855,0.1729,794.4828,-0.0012
23,0.90,0.9855,0.1729,794.4828,-0.0012
24,0.90,0.9855,0.1729,794.4828,-0.0012
25,0.90,0.9855,0.1729,794.4828,-0.0012
26,0.90,0.9855,0.1729,794.4828,-0.0012
27,0.90,0.9855,0.1729,794.4828,-0.0012
28,0.90,0.9855,0.1729,794.4828,-0.0012
29,0.90,0.9855,0.1729,794.4828,-0.0012
