time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.01,0.0820,1.7986,826.7794,-0.0153
1,0.01,0.1039,1.7393,848.4119,-0.0581
2,0.01,0.1314,1.7243,866.7838,-0.0421
3,0.01,0.2349,1.6266,866.3114,-0.0536
4,0.01,0.2983,1.5980,875.0791,-0.0620
5,0.01,0.3410,1.5785,874.6079,-0.0766
6,0.01,0.3937,1.5033,860.7432,-0.1491
7,0.01,0.3672,1.6084,857.3881,-0.1249
8,0.01,0.3574,1.5892,850.8747,-0.0941
9,0.01,0.3606,1.6419,849.2978,-0.1040
10,0.01,0.3715,1.6206,852.7635,-0.1044
11,0.01,0.4011,1.5677,836.1578,-0.0715
12,0.01,0.4543,1.4421,827.5386,-0.0673
13,0.01,0.4841,1.3938,829.1177,-0.1232
14,0.01,0.5252,1.2907,826.2594,-0.1540
15,0.01,0.4761,1.3442,806.5728,-0.1171
16,0.01,0.5374,1.2772,789.7411,-0.1484
17,0.01,0.5428,1.2453,781.8044,-0.1217
18,0.01,0.5331,1.2284,785.2368,-0.0491
19,0.01,0.5612,1.2628,787.5783,-0.0357
20,0.01,0.5685,1.2199,805.6721,-0.0440
21,0.01,0.5482,1.2619,820.3320,-0.0869
22,0.01,0.5196,1.3949,817.3046,-0.0996
23,0.01,0.5190,1.3672,799.3858,-0.1030
24,0.01,0.5523,1.3577,760.8803,-0.1593
25,0.01,0.5465,1.2945,734.7477,-0.1244
26,0.01,0.5687,1.2464,736.2546,-0.1787
27,0.01,0.6061,1.1938,781.2280,-0.1980
28,0.01,0.6043,1.2266,846.0864,-0.2288
29,0.01,0.5796,1.2417,921.7135,-0.2574
