time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.03,0.0846,1.7782,824.5753,-0.0422
1,0.03,0.1295,1.8338,836.7272,0.0096
2,0.03,0.1577,1.8390,863.7019,0.0466
3,0.03,0.2303,1.8026,872.1438,0.0658
4,0.03,0.2754,1.7759,860.1418,0.0967
5,0.03,0.4010,1.5676,849.7071,0.0790
6,0.03,0.4522,1.5809,833.0071,0.0812
7,0.03,0.4846,1.5623,795.1709,0.1182
8,0.03,0.5320,1.4720,753.9200,0.1747
9,0.03,0.5561,1.3817,745.3216,0.1162
10,0.03,0.5730,1.5231,770.4685,0.1062
11,0.03,0.5927,1.4808,805.7689,0.1513
12,0.03,0.6130,1.4547,811.3038,0.1864
13,0.03,0.6647,1.3717,815.3643,0.1914
14,0.03,0.7034,1.4051,839.4571,0.2364
15,0.03,0.7205,1.3209,849.3126,0.2537
16,0.03,0.7265,1.2231,854.5656,0.2085
17,0.03,0.6985,1.2714,856.4137,0.1461
18,0.03,0.6959,1.3255,847.8523,0.1479
19,0.03,0.7087,1.2795,824.2169,0.1142
20,0.03,0.6758,1.3731,799.3208,0.1039
21,0.03,0.7305,1.1187,787.9990,0.0616
22,0.03,0.7537,0.9767,782.3430,0.1268
23,0.03,0.7696,0.8756,788.9198,0.1497
24,0.03,0.7949,0.7881,776.6517,0.1405
25,0.03,0.8144,0.8460,772.3823,0.0972
26,0.03,0.7867,0.9173,781.2561,0.0509
27,0.03,0.7774,0.9823,806.2730,0.0751
28,0.03,0.7660,0.9975,820.5371,0.0396
29,0.03,0.7716,0.9144,826.7829,0.1174
