time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.04,0.1154,1.7885,818.1298,-0.0248
1,0.04,0.1394,1.7462,810.2219,-0.0382
2,0.04,0.1718,1.7527,794.1397,-0.0668
3,0.04,0.2470,1.6568,802.4955,-0.1001
4,0.04,0.3394,1.5170,820.1035,-0.1088
5,0.04,0.4404,1.3815,820.9046,-0.1222
6,0.04,0.4613,1.4187,819.1267,-0.0825
7,0.04,0.5534,1.2817,847.7206,-0.1299
8,0.04,0.6054,1.2629,865.9103,-0.1111
9,0.04,0.6658,1.1944,863.7986,-0.0844
10,0.04,0.6739,1.1748,822.9239,-0.0516
11,0.04,0.6816,1.1947,785.8353,-0.0525
12,0.04,0.6995,1.1989,766.5804,-0.0734
13,0.04,0.7352,1.1585,751.0894,-0.0763
14,0.04,0.7683,1.0486,760.8574,-0.0690
15,0.04,0.7631,1.0859,749.9011,-0.0367
16,0.04,0.7549,1.1097,737.8739,-0.0269
17,0.04,0.7281,1.1698,737.0409,-0.0154
18,0.04,0.7618,0.9435,762.8769,0.0075
19,0.04,0.8118,0.8136,794.1212,0.0116
20,0.04,0.7999,0.7596,842.5590,0.0192
21,0.04,0.8147,0.6821,836.2233,-0.0395
22,0.04,0.8171,0.7329,800.5987,-0.0689
23,0.04,0.7843,0.7564,798.4539,-0.0790
24,0.04,0.7839,0.7958,799.5271,-0.1232
25,0.04,0.7990,0.7532,800.2359,-0.0957
26,0.04,0.8166,0.7530,829.8288,-0.0768
27,0.04,0.7921,1.0768,757.2387,-0.0080
28,0.04,0.8154,0.9514,754.5252,0.0079
29,0.04,0.8329,0.7571,760.5880,-0.0031
