time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.03,0.1196,1.7692,832.2946,0.0018
1,0.03,0.1882,1.7559,833.2731,0.0000
2,0.03,0.2997,1.7153,835.9801,0.0354
3,0.03,0.3730,1.6419,842.0098,0.0279
4,0.03,0.4497,1.5665,829.6597,0.0200
5,0.03,0.4553,1.5543,824.5148,0.0481
6,0.03,0.4632,1.5912,825.4266,0.0608
7,0.03,0.5223,1.5397,837.7923,0.0812
8,0.03,0.5434,1.5490,854.8261,0.0784
9,0.03,0.5111,1.5953,863.5136,0.0798
10,0.03,0.5245,1.5106,853.7881,0.0386
11,0.03,0.5421,1.4849,849.2320,0.0146
12,0.03,0.5799,1.3775,837.6793,0.0284
13,0.03,0.5946,1.4344,835.5886,0.0665
14,0.03,0.6212,1.3157,806.2681,0.0251
15,0.03,0.6609,1.2511,781.7513,-0.0208
16,0.03,0.6840,1.0915,754.1077,-0.0353
17,0.03,0.6844,1.2040,755.4592,-0.0367
18,0.03,0.7556,0.9787,754.3648,-0.0757
19,0.03,0.7566,0.9462,753.2518,-0.0271
20,0.03,0.7373,0.9696,735.9525,-0.0357
21,0.03,0.7453,0.9284,747.4587,-0.0687
22,0.03,0.7231,1.0104,753.5270,-0.1101
23,0.03,0.7148,1.0480,768.1201,-0.1173
24,0.03,0.7245,1.0430,794.5549,-0.0855
25,0.03,0.7124,1.1246,835.0292,-0.0595
26,0.03,0.7305,1.1157,825.3006,0.0046
27,0.03,0.7457,1.0816,811.4314,-0.0036
28,0.03,0.7485,1.0741,827.3194,-0.0037
29,0.03,0.7517,1.1305,844.2652,0.0142
