time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.04,0.0598,1.8780,841.0581,0.0506
1,0.04,0.1473,1.8054,844.8831,0.0339
2,0.04,0.2448,1.6947,846.0962,-0.0186
3,0.04,0.2564,1.7015,840.2307,-0.0120
4,0.04,0.3819,1.5839,848.1751,-0.0520
5,0.04,0.4737,1.4066,839.8910,-0.0764
6,0.04,0.5234,1.3123,803.2887,-0.0594
7,0.04,0.5727,1.2261,780.0937,-0.0726
8,0.04,0.6393,1.1273,786.9085,-0.0459
9,0.04,0.6429,1.0937,802.4014,-0.0467
10,0.04,0.6848,1.0607,837.2569,-0.0555
11,0.04,0.7019,1.0290,856.9605,-0.0586
12,0.04,0.7060,1.0224,879.5137,-0.0713
13,0.04,0.7430,0.9035,898.5996,-0.0420
14,0.04,0.7565,0.8839,921.5932,-0.0613
15,0.04,0.7982,0.8394,902.9545,-0.0327
16,0.04,0.7727,0.8924,906.8919,-0.0670
17,0.04,0.7551,0.8888,900.9558,-0.0877
18,0.04,0.7717,0.9326,904.6888,-0.0702
19,0.04,0.7702,0.9340,900.9823,-0.0381
20,0.04,0.7584,1.0082,865.3209,0.0099
21,0.04,0.7618,0.9705,848.0117,-0.0323
22,0.04,0.7795,0.8168,839.4967,-0.0470
23,0.04,0.8110,0.7249,828.9264,-0.0596
24,0.04,0.8368,0.6490,840.7320,-0.0386
25,0.04,0.8163,0.7918,865.1845,-0.0500
26,0.04,0.7956,0.9464,876.0509,-0.0177
27,0.04,0.7897,0.8078,871.9539,-0.0437
28,0.04,0.7914,0.8151,862.1949,-0.1169
29,0.04,0.7804,0.8077,860.6426,-0.1234
