time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.02,0.1184,1.9091,830.9506,0.1047
1,0.02,0.1477,1.8981,820.4556,0.1138
2,0.02,0.1475,1.9209,818.7182,0.1012
3,0.02,0.1154,1.8854,816.9259,0.0778
4,0.02,0.1528,1.9247,823.0843,0.1199
5,0.02,0.1699,1.9509,824.2384,0.1154
6,0.02,0.2245,1.9139,799.2236,0.1188
7,0.02,0.2765,1.8939,783.2540,0.1802
8,0.02,0.3146,1.8681,802.8850,0.1990
9,0.02,0.3550,1.9061,824.7398,0.2196
10,0.02,0.3386,1.8885,832.7704,0.1810
11,0.02,0.3260,1.8304,847.6786,0.1648
12,0.02,0.3419,1.8206,842.8602,0.1501
13,0.02,0.4070,1.7936,829.4013,0.1884
14,0.02,0.4330,1.7594,830.9316,0.1475
15,0.02,0.4791,1.7400,838.6984,0.1823
16,0.02,0.5382,1.7344,848.1308,0.1999
17,0.02,0.5637,1.5675,856.2546,0.2045
18,0.02,0.5864,1.5959,850.5681,0.2451
19,0.02,0.5739,1.5354,825.8589,0.1916
20,0.02,0.5885,1.5189,813.7471,0.1739
21,0.02,0.6417,1.4851,829.9686,0.1907
22,0.02,0.6738,1.3321,842.7105,0.1691
23,0.02,0.6814,1.3563,862.4598,0.2240
24,0.02,0.6890,1.2857,890.8835,0.2287
25,0.02,0.7166,1.3502,894.0192,0.2320
26,0.02,0.7425,1.3222,891.1495,0.1922
27,0.02,0.7158,1.2876,872.2611,0.1699
28,0.02,0.7269,1.1971,849.4343,0.1657
29,0.02,0.7135,1.3263,838.8676,0.1422
