time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.03,0.2025,1.6556,819.5646,-0.0917
1,0.03,0.2206,1.6268,810.7907,-0.1159
2,0.03,0.2821,1.6482,811.9983,-0.1106
3,0.03,0.3180,1.5845,815.0079,-0.0664
4,0.03,0.4000,1.4594,781.6628,-0.0883
5,0.03,0.4599,1.4286,743.8300,-0.0711
6,0.03,0.5312,1.2384,735.2587,-0.1180
7,0.03,0.5483,1.2696,731.5790,-0.1020
8,0.03,0.5922,1.2247,744.2714,-0.1363
9,0.03,0.6360,1.2337,772.1531,-0.0799
10,0.03,0.6438,1.3613,766.5244,0.0093
11,0.03,0.5959,1.4271,763.5942,0.0042
12,0.03,0.6089,1.2994,749.2161,-0.0212
13,0.03,0.6268,1.2129,751.1230,-0.0369
14,0.03,0.6126,1.2983,782.4120,-0.0523
15,0.03,0.6489,1.1831,816.1675,-0.0387
16,0.03,0.6911,1.1232,781.1189,-0.0237
17,0.03,0.6737,1.1941,750.6234,-0.0097
18,0.03,0.7175,1.0737,741.0370,-0.0315
19,0.03,0.6986,1.0351,753.0675,-0.0254
20,0.03,0.7009,1.0490,779.6461,0.0258
21,0.03,0.6833,1.1260,737.3574,0.0255
22,0.03,0.6665,1.2221,716.4606,0.0102
23,0.03,0.7133,1.1518,700.9996,-0.0226
24,0.03,0.7301,1.0665,701.8656,-0.0024
25,0.03,0.7165,0.9715,738.5793,-0.0122
26,0.03,0.7183,0.9886,794.4670,-0.0236
27,0.03,0.7438,0.9229,791.2003,-0.0319
28,0.03,0.7628,1.0090,788.0419,-0.0155
29,0.03,0.7608,0.9021,816.8785,-0.0394
