time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.03,0.1339,1.7706,830.9488,-0.0193
1,0.03,0.1571,1.7170,835.8642,-0.0278
2,0.03,0.2393,1.7416,850.2000,-0.0055
3,0.03,0.2531,1.8432,860.9305,0.0878
4,0.03,0.3271,1.9031,874.9236,0.1275
5,0.03,0.3691,1.8538,835.1306,0.1363
6,0.03,0.4247,1.8121,812.2299,0.1853
7,0.03,0.4930,1.5685,805.5181,0.1211
8,0.03,0.5479,1.5381,815.8942,0.1034
9,0.03,0.6312,1.3831,823.6115,0.0975
10,0.03,0.6404,1.2700,812.9659,0.0061
11,0.03,0.7000,1.1028,799.0177,-0.0356
12,0.03,0.7384,1.0436,770.7112,0.0018
13,0.03,0.7515,1.0376,747.9616,0.0191
14,0.03,0.7384,1.0189,742.7970,-0.0087
15,0.03,0.7493,1.1012,764.3519,-0.0176
16,0.03,0.7484,1.1025,773.8224,-0.0117
17,0.03,0.7240,1.1581,760.5771,0.0156
18,0.03,0.7347,1.1027,762.1794,0.0722
19,0.03,0.7627,0.9350,771.9501,0.0556
20,0.03,0.7426,0.9576,800.3877,-0.0235
21,0.03,0.7342,0.8926,854.3229,-0.0074
22,0.03,0.7107,0.9853,837.1601,0.0186
23,0.03,0.7284,0.9766,798.2844,0.0540
24,0.03,0.6869,0.9768,802.8157,0.0852
25,0.03,0.6960,0.9757,828.1437,0.0347
26,0.03,0.6975,1.0717,847.4603,0.0165
27,0.03,0.7350,0.9953,880.3772,0.0214
28,0.03,0.7468,1.0617,882.5631,0.0148
29,0.03,0.7607,0.9149,863.5679,0.0047
