time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.03,0.1230,1.7354,863.0968,-0.0467
1,0.03,0.1967,1.7318,866.3729,-0.0478
2,0.03,0.2972,1.5763,848.5188,-0.1308
3,0.03,0.3520,1.5395,844.8922,-0.1096
4,0.03,0.4235,1.4704,846.4323,-0.1179
5,0.03,0.4381,1.4838,857.2503,-0.1416
6,0.03,0.4708,1.3675,860.2483,-0.1843
7,0.03,0.4744,1.3299,830.1628,-0.1288
8,0.03,0.5457,1.2734,830.5383,-0.1579
9,0.03,0.5553,1.2469,840.6013,-0.1877
10,0.03,0.6162,1.1766,854.9281,-0.1859
11,0.03,0.7057,1.0214,836.9657,-0.2179
12,0.03,0.7112,1.1150,795.6957,-0.2322
13,0.03,0.7187,0.9810,746.7717,-0.3020
14,0.03,0.7454,0.9003,714.2325,-0.3040
15,0.03,0.7689,0.8289,702.1179,-0.2727
16,0.03,0.7704,0.8575,721.4842,-0.2429
17,0.03,0.7924,0.8485,745.6128,-0.2215
18,0.03,0.7637,0.8995,755.4666,-0.2254
19,0.03,0.7702,0.8993,775.6369,-0.2202
20,0.03,0.7552,0.8311,794.1616,-0.1324
21,0.03,0.7530,0.7917,805.3087,-0.1259
22,0.03,0.8024,0.7363,817.0798,-0.0924
23,0.03,0.8070,0.7548,815.9910,-0.0577
24,0.03,0.8207,0.7470,816.7180,-0.0505
25,0.03,0.7997,0.9101,819.4758,-0.0620
26,0.03,0.7868,0.8881,822.0601,-0.0260
27,0.03,0.8009,0.8065,820.3174,0.0021
28,0.03,0.7967,0.8770,835.1933,0.0147
29,0.03,0.7811,0.9158,855.4216,0.0354
