time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.01,0.1435,1.6845,840.5385,-0.1269
1,0.01,0.1660,1.6972,824.6186,-0.1434
2,0.01,0.1637,1.6812,799.3347,-0.1409
3,0.01,0.1754,1.6976,801.3182,-0.1319
4,0.01,0.1454,1.7179,812.2116,-0.1020
5,0.01,0.1964,1.7459,824.0267,-0.0991
6,0.01,0.2128,1.6964,833.4317,-0.0977
7,0.01,0.1907,1.7352,855.1879,-0.0683
8,0.01,0.2869,1.6749,857.5429,-0.0863
9,0.01,0.3019,1.6427,869.9859,-0.0870
10,0.01,0.3205,1.6607,884.7369,-0.0889
11,0.01,0.3316,1.6654,915.5951,-0.0731
12,0.01,0.3751,1.5707,932.1902,-0.1102
13,0.01,0.4006,1.5448,917.5095,-0.0790
14,0.01,0.3694,1.6211,894.0698,-0.0525
15,0.01,0.4446,1.4569,854.5930,-0.1198
16,0.01,0.4963,1.4412,808.7652,-0.1341
17,0.01,0.5038,1.3815,764.8148,-0.1832
18,0.01,0.5373,1.3774,721.7881,-0.1998
19,0.01,0.5076,1.4034,705.0258,-0.1545
20,0.01,0.4870,1.4178,716.8216,-0.1668
21,0.01,0.4712,1.3987,748.7901,-0.1807
22,0.01,0.4748,1.3507,780.3040,-0.1382
23,0.01,0.4787,1.3489,816.6022,-0.1301
24,0.01,0.5239,1.2910,868.7294,-0.1552
25,0.01,0.5062,1.3134,912.5607,-0.0868
26,0.01,0.4581,1.5008,904.8128,-0.0575
27,0.01,0.4484,1.5338,886.4103,-0.0206
28,0.01,0.4088,1.6470,883.0746,0.0150
29,0.01,0.3774,1.6881,857.6870,0.0190
