time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.50,0.9050,0.4600,803.8172,-0.0295
1,0.50,0.9584,0.2971,802.2432,-0.0097
2,0.50,0.9679,0.2572,795.8952,-0.0089
3,0.50,0.9691,0.2528,799.1144,0.0125
4,0.50,0.9786,0.2099,801.4659,0.0152
5,0.50,0.9767,0.2175,796.2009,0.0329
6,0.50,0.9779,0.2124,805.0201,0.0160
7,0.50,0.9776,0.2145,801.7710,0.0030
8,0.50,0.9735,0.2329,805.9509,0.0079
9,0.50,0.9730,0.2373,803.9611,0.0042
10,0.50,0.9747,0.2276,799.5891,0.0184
11,0.50,0.9735,0.2338,805.3698,0.0035
12,0.50,0.9784,0.2095,816.9768,-0.0009
13,0.50,0.9758,0.2236,818.5613,0.0252
14,0.50,0.9760,0.2222,805.8306,0.0241
15,0.50,0.9777,0.2131,802.7426,-0.0027
16,0.50,0.9778,0.2126,803.6003,-0.0185
17,0.50,0.9808,0.1976,809.4435,-0.0261
18,0.50,0.9795,0.2049,811.8877,-0.0344
19,0.50,0.9790,0.2068,803.9257,0.0088
20,0.50,0.9809,0.1973,801.1074,-0.0006
21,0.50,0.9783,0.2109,804.2337,-0.0267
22,0.50,0.9779,0.2124,813.9109,-0.0229
23,0.50,0.9799,0.2017,815.5640,-0.0044
24,0.50,0.9772,0.2154,818.6898,0.0000
25,0.50,0.9741,0.2302,821.1886,0.0166
26,0.50,0.9770,0.2160,822.1403,0.0227
27,0.50,0.9730,0.2346,823.8941,0.0012
28,0.50,0.9734,0.2366,821.2530,-0.0076
29,0.50,0.9765,0.2188,818.4336,-0.0011
