time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.50,0.9023,0.6386,832.0720,-0.0048
1,0.50,0.9593,0.2997,827.6370,-0.0069
2,0.50,0.9711,0.2434,831.8461,0.0192
3,0.50,0.9738,0.2313,832.8566,0.0046
4,0.50,0.9766,0.2183,845.1658,-0.0128
5,0.50,0.9777,0.2126,833.6745,-0.0193
6,0.50,0.9741,0.2305,822.3911,0.0095
7,0.50,0.9741,0.2305,822.3911,0.0095
8,0.50,0.9741,0.2305,822.3911,0.0095
9,0.50,0.9741,0.2305,822.3911,0.0095
10,0.50,0.9741,0.2305,822.3911,0.0095
11,0.50,0.9741,0.2305,822.3911,0.0095
12,0.50,0.9741,0.2305,822.3911,0.0095
13,0.50,0.9741,0.2305,822.3911,0.0095
14,0.50,0.9741,0.2305,822.3911,0.0095
15,0.50,0.9741,0.2305,822.3911,0.0095
16,0.50,0.9741,0.2305,822.3911,0.0095
17,0.50,0.9741,0.2305,822.3911,0.0095
18,0.50,0.9741,0.2305,822.3911,0.0095
19,0.50,0.9741,0.2305,822.3911,0.0095
20,0.50,0.9741,0.2305,822.3911,0.0095
21,0.50,0.9741,0.2305,822.3911,0.0095
22,0.50,0.9741,0.2305,822.3911,0.0095
23,0.50,0.9741,0.2305,822.3911,0.0095
24,0.50,0.9741,0.2305,822.3911,0.0095
25,0.50,0.9741,0.2305,822.3911,0.0095
26,0.50,0.9741,0.2305,822.3911,0.0095
27,0.50,0.9741,0.2305,822.3911,0.0095
28,0.50,0.9741,0.2305,822.3911,0.0095
29,0.50,0.9741,0.2305,822.3911,0.0095
