time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.50,0.8868,0.5963,814.1741,0.0272
1,0.50,0.9352,0.4671,812.9269,0.0052
2,0.50,0.9352,0.4671,812.9269,0.0052
3,0.50,0.9352,0.4671,812.9269,0.0052
4,0.50,0.9352,0.4671,812.9269,0.0052
5,0.50,0.9352,0.4671,812.9269,0.0052
6,0.50,0.9352,0.4671,812.9269,0.0052
7,0.50,0.9352,0.4671,812.9269,0.0052
8,0.50,0.9352,0.4671,812.9269,0.0052
9,0.50,0.9352,0.4671,812.9269,0.0052
10,0.50,0.9352,0.4671,812.9269,0.0052
11,0.50,0.9352,0.4671,812.9269,0.0052
12,0.50,0.9352,0.4671,812.9269,0.0052
13,0.50,0.9352,0.4671,812.9269,0.0052
14,0.50,0.9352,0.4671,812.9269,0.0052
15,0.50,0.9352,0.4671,812.9269,0.0052
16,0.50,0.9352,0.4671,812.9269,0.0052
17,0.50,0.9352,0.4671,812.9269,0.0052
18,0.50,0.9352,0.4671,812.9269,0.0052
19,0.50,0.9352,0.4671,812.9269,0.0052
20,0.50,0.9565,0.4330,815.9801,0.0129
21,0.50,0.9620,0.3927,820.2799,0.0397
22,0.50,0.9579,0.4061,814.6659,0.0225
23,0.50,0.9664,0.2649,815.1679,0.0310
24,0.50,0.9739,0.2314,818.2049,0.0224
25,0.50,0.9712,0.2425,830.7584,0.0346
26,0.50,0.9771,0.2160,825.0033,0.0233
27,0.50,0.9649,0.2701,826.7158,0.0036
28,0.50,0.9679,0.2588,835.8305,0.0135
29,0.50,0.9750,0.2259,833.1702,-0.0158
