time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.50,0.9025,0.5135,860.6277,0.0212
1,0.50,0.9538,0.3110,849.4890,0.0310
2,0.50,0.9622,0.2821,834.8528,0.0102
3,0.50,0.9661,0.2653,831.3618,0.0043
4,0.50,0.9772,0.2156,821.4123,0.0009
5,0.50,0.9575,0.2982,827.3017,-0.0165
6,0.50,0.9663,0.2647,828.1426,-0.0488
7,0.50,0.9696,0.2500,841.0304,-0.0121
8,0.50,0.9784,0.2100,840.3737,0.0116
9,0.50,0.9775,0.2142,841.3461,0.0145
10,0.50,0.9745,0.2300,826.1296,-0.0076
11,0.50,0.9733,0.2354,825.5641,-0.0068
12,0.50,0.9733,0.2354,825.5641,-0.0068
13,0.50,0.9733,0.2354,825.5641,-0.0068
14,0.50,0.9733,0.2354,825.5641,-0.0068
15,0.50,0.9733,0.2354,825.5641,-0.0068
16,0.50,0.9733,0.2354,825.5641,-0.0068
17,0.50,0.9733,0.2354,825.5641,-0.0068
18,0.50,0.9733,0.2354,825.5641,-0.0068
19,0.50,0.9733,0.2354,825.5641,-0.0068
20,0.50,0.9733,0.2354,825.5641,-0.0068
21,0.50,0.9733,0.2354,825.5641,-0.0068
22,0.50,0.9733,0.2354,825.5641,-0.0068
23,0.50,0.9733,0.2354,825.5641,-0.0068
24,0.50,0.9733,0.2354,825.5641,-0.0068
25,0.50,0.9733,0.2354,825.5641,-0.0068
26,0.50,0.9733,0.2354,825.5641,-0.0068
27,0.50,0.9733,0.2354,825.5641,-0.0068
28,0.50,0.9733,0.2354,825.5641,-0.0068
29,0.50,0.9733,0.2354,825.5641,-0.0068
