time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.50,0.9068,0.4930,811.2247,-0.0064
1,0.50,0.9636,0.3084,815.5895,0.0216
2,0.50,0.9755,0.2233,813.6919,0.0222
3,0.50,0.9790,0.2070,812.4816,0.0095
4,0.50,0.9818,0.1922,799.0903,0.0033
5,0.50,0.9832,0.1845,801.9795,0.0084
6,0.50,0.9793,0.2049,806.1829,-0.0073
7,0.50,0.9792,0.2060,810.1811,-0.0117
8,0.50,0.9788,0.2082,810.4050,-0.0076
9,0.50,0.9788,0.2082,810.4050,-0.0076
10,0.50,0.9788,0.2082,810.4050,-0.0076
11,0.50,0.9788,0.2082,810.4050,-0.0076
12,0.50,0.9788,0.2082,810.4050,-0.0076
13,0.50,0.9788,0.2082,810.4050,-0.0076
14,0.50,0.9788,0.2082,810.4050,-0.0076
15,0.50,0.9788,0.2082,810.4050,-0.0076
16,0.50,0.9788,0.2082,810.4050,-0.0076
17,0.50,0.9788,0.2082,810.4050,-0.0076
18,0.50,0.9788,0.2082,810.4050,-0.0076
19,0.50,0.9788,0.2082,810.4050,-0.0076
20,0.50,0.9788,0.2082,810.4050,-0.0076
21,0.50,0.9788,0.2082,810.4050,-0.0076
22,0.50,0.9788,0.2082,810.4050,-0.0076
23,0.50,0.9788,0.2082,810.4050,-0.0076
24,0.50,0.9788,0.2082,810.4050,-0.0076
25,0.50,0.9788,0.2082,810.4050,-0.0076
26,0.50,0.9788,0.2082,810.4050,-0.0076
27,0.50,0.9788,0.2082,810.4050,-0.0076
28,0.50,0.9788,0.2082,810.4050,-0.0076
29,0.50,0.9788,0.2082,810.4050,-0.0076
