time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.50,0.9026,0.4706,834.3948,-0.1183
1,0.50,0.9026,0.4706,834.3948,-0.1183
2,0.50,0.9026,0.4706,834.3948,-0.1183
3,0.50,0.9026,0.4706,834.3948,-0.1183
4,0.50,0.9026,0.4706,834.3948,-0.1183
5,0.50,0.9026,0.4706,834.3948,-0.1183
6,0.50,0.9026,0.4706,834.3948,-0.1183
7,0.50,0.9026,0.4706,834.3948,-0.1183
8,0.50,0.9026,0.4706,834.3948,-0.1183
9,0.50,0.9026,0.4706,834.3948,-0.1183
10,0.50,0.9026,0.4706,834.3948,-0.1183
11,0.50,0.9026,0.4706,834.3948,-0.1183
12,0.50,0.9026,0.4706,834.3948,-0.1183
13,0.50,0.9026,0.4706,834.3948,-0.1183
14,0.50,0.9026,0.4706,834.3948,-0.1183
15,0.50,0.9026,0.4706,834.3948,-0.1183
16,0.50,0.9026,0.4706,834.3948,-0.1183
17,0.50,0.9026,0.4706,834.3948,-0.1183
18,0.50,0.9026,0.4706,834.3948,-0.1183
19,0.50,0.9026,0.4706,834.3948,-0.1183
20,0.50,0.9026,0.4706,834.3948,-0.1183
21,0.50,0.9026,0.4706,834.3948,-0.1183
22,0.50,0.9026,0.4706,834.3948,-0.1183
23,0.50,0.9395,0.3660,831.7409,-0.0765
24,0.50,0.9753,0.2253,839.7573,0.0093
25,0.50,0.9759,0.2220,851.5087,-0.0039
26,0.50,0.9531,0.3145,846.2295,0.0387
27,0.50,0.9772,0.2184,831.6645,0.0050
28,0.50,0.9768,0.2186,825.1283,-0.0259
29,0.50,0.9662,0.2646,842.4209,-0.0639
