time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.10,0.3451,1.5766,829.6906,-0.0633
1,0.10,0.5300,1.3677,835.9502,-0.0631
2,0.10,0.6103,1.2584,832.5102,-0.0499
3,0.10,0.7044,1.0630,826.4963,-0.0318
4,0.10,0.7776,0.8797,812.9151,-0.0850
5,0.10,0.8073,0.8126,805.3761,-0.1014
6,0.10,0.8159,0.7695,824.5181,-0.0968
7,0.10,0.8589,0.5895,844.5290,-0.0926
8,0.10,0.8701,0.5293,861.6972,-0.0941
9,0.10,0.8900,0.5566,863.8018,-0.0715
10,0.10,0.9058,0.4894,864.3427,-0.0577
11,0.10,0.8796,0.5811,871.0934,-0.0281
12,0.10,0.8804,0.6039,878.2745,0.0113
13,0.10,0.8922,0.5765,887.0870,0.0626
14,0.10,0.9091,0.5756,890.3069,0.0489
15,0.10,0.9082,0.5075,877.7763,0.0715
16,0.10,0.9091,0.5339,867.2432,0.0672
17,0.10,0.9268,0.4385,864.3834,0.0426
18,0.10,0.9240,0.5452,865.9508,0.0697
19,0.10,0.9372,0.3613,862.9428,0.0726
20,0.10,0.9195,0.5409,857.0554,0.0724
21,0.10,0.9103,0.4358,851.5600,0.0517
22,0.10,0.9190,0.4125,859.0884,0.0392
23,0.10,0.9136,0.4630,848.3010,-0.0465
24,0.10,0.9114,0.5135,842.2845,0.0121
25,0.10,0.9023,0.4593,843.3916,0.0822
26,0.10,0.8959,0.4733,834.8443,0.0541
27,0.10,0.8942,0.6026,840.5547,0.0536
28,0.10,0.9042,0.4512,835.7706,0.0012
29,0.10,0.8874,0.4878,812.9564,-0.0408
