time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.20,0.5195,1.4574,808.8651,0.0486
1,0.20,0.6994,1.0914,787.2677,0.0693
2,0.20,0.8136,0.8854,779.0527,0.0416
3,0.20,0.8608,0.7342,772.9071,0.0234
4,0.20,0.9223,0.4559,779.3890,0.0110
5,0.20,0.9239,0.5006,784.8922,-0.0039
6,0.20,0.9335,0.4138,777.4948,-0.0022
7,0.20,0.9343,0.3978,775.9140,-0.0271
8,0.20,0.9447,0.3796,782.5502,-0.0593
9,0.20,0.9488,0.3284,803.1584,-0.0182
10,0.20,0.9528,0.3146,794.1140,0.0235
11,0.20,0.9250,0.4808,781.1501,-0.0122
12,0.20,0.9322,0.5101,768.1620,0.0056
13,0.20,0.9304,0.3846,769.6515,0.0136
14,0.20,0.9201,0.5054,773.5070,0.0271
15,0.20,0.9183,0.4177,768.4674,-0.0374
16,0.20,0.9305,0.3828,765.8253,0.0016
17,0.20,0.9465,0.3350,751.3339,-0.0307
18,0.20,0.9467,0.3345,763.3307,0.0199
19,0.20,0.9409,0.3506,773.4793,0.0671
20,0.20,0.9525,0.3146,762.6920,0.0601
21,0.20,0.9512,0.3185,758.2551,0.0723
22,0.20,0.9477,0.3293,756.2266,0.0509
23,0.20,0.9460,0.3348,772.1428,0.0121
24,0.20,0.9494,0.3272,798.0733,-0.0026
25,0.20,0.9563,0.3002,792.4076,-0.0283
26,0.20,0.9448,0.3390,790.5135,0.0130
27,0.20,0.9497,0.3228,788.4020,-0.0181
28,0.20,0.9462,0.3336,797.3351,0.0077
29,0.20,0.9383,0.4871,814.1142,0.0240
