time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.40,0.8172,0.8248,813.1249,0.0006
1,0.40,0.9298,0.4713,802.8393,0.0004
2,0.40,0.9545,0.3085,804.3787,-0.0228
3,0.40,0.9650,0.2681,802.2413,-0.0100
4,0.40,0.9573,0.2976,815.5921,0.0275
5,0.40,0.9647,0.2707,804.1048,0.0194
6,0.40,0.9621,0.2810,794.9318,-0.0134
7,0.40,0.9694,0.2499,796.1618,0.0027
8,0.40,0.9667,0.2635,793.3088,0.0168
9,0.40,0.9667,0.2635,793.3088,0.0168
10,0.40,0.9667,0.2635,793.3088,0.0168
11,0.40,0.9667,0.2635,793.3088,0.0168
12,0.40,0.9667,0.2635,793.3088,0.0168
13,0.40,0.9667,0.2635,793.3088,0.0168
14,0.40,0.9667,0.2635,793.3088,0.0168
15,0.40,0.9667,0.2635,793.3088,0.0168
16,0.40,0.9667,0.2635,793.3088,0.0168
17,0.40,0.9667,0.2635,793.3088,0.0168
18,0.40,0.9667,0.2635,793.3088,0.0168
19,0.40,0.9667,0.2635,793.3088,0.0168
20,0.40,0.9667,0.2635,793.3088,0.0168
21,0.40,0.9667,0.2635,793.3088,0.0168
22,0.40,0.9667,0.2635,793.3088,0.0168
23,0.40,0.9667,0.2635,793.3088,0.0168
24,0.40,0.9667,0.2635,793.3088,0.0168
25,0.40,0.9667,0.2635,793.3088,0.0168
26,0.40,0.9667,0.2635,793.3088,0.0168
27,0.40,0.9667,0.2635,793.3088,0.0168
28,0.40,0.9667,0.2635,793.3088,0.0168
29,0.40,0.9667,0.2635,793.3088,0.0168
