time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.20,0.5744,1.4100,816.0342,-0.0056
1,0.20,0.7573,1.0437,813.3270,-0.0294
2,0.20,0.8253,0.7659,812.4257,-0.0104
3,0.20,0.8906,0.6766,812.7242,0.0520
4,0.20,0.9253,0.4192,806.2621,-0.0036
5,0.20,0.9343,0.3961,805.2161,0.0042
6,0.20,0.9344,0.3987,809.1185,0.0101
7,0.20,0.9344,0.3987,809.1185,0.0101
8,0.20,0.9344,0.3987,809.1185,0.0101
9,0.20,0.9344,0.3987,809.1185,0.0101
10,0.20,0.9344,0.3987,809.1185,0.0101
11,0.20,0.9344,0.3987,809.1185,0.0101
12,0.20,0.9344,0.3987,809.1185,0.0101
13,0.20,0.9248,0.4685,813.5751,0.0227
14,0.20,0.9329,0.4093,815.8938,0.0115
15,0.20,0.9335,0.3983,812.2710,-0.0287
16,0.20,0.9423,0.3976,817.0028,-0.0036
17,0.20,0.9430,0.4245,812.6329,-0.0171
18,0.20,0.9458,0.3370,806.5461,0.0482
19,0.20,0.9567,0.3019,797.4771,0.0242
20,0.20,0.9367,0.3643,791.6470,0.0315
21,0.20,0.9421,0.3456,788.1291,0.0244
22,0.20,0.9373,0.3633,791.6264,0.0011
23,0.20,0.9525,0.3128,787.6945,0.0125
24,0.20,0.9376,0.3613,775.7638,-0.0055
25,0.20,0.9376,0.3613,775.7638,-0.0055
26,0.20,0.9376,0.3613,775.7638,-0.0055
27,0.20,0.9431,0.3456,763.0543,0.0173
28,0.20,0.9330,0.3742,757.1394,-0.0012
29,0.20,0.9330,0.3742,757.1394,-0.0012
