time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.90,0.9626,0.2796,804.5199,0.0062
1,0.90,0.9825,0.1884,807.3245,-0.0140
2,0.90,0.9804,0.2008,805.5221,-0.0076
3,0.90,0.9817,0.1941,806.4538,-0.0206
4,0.90,0.9822,0.1908,800.9174,-0.0093
5,0.90,0.9868,0.1633,806.2775,0.0017
6,0.90,0.9889,0.1498,799.0393,0.0143
7,0.90,0.9880,0.1558,792.5579,0.0047
8,0.90,0.9878,0.1574,791.8087,0.0057
9,0.90,0.9862,0.1669,794.7499,0.0116
10,0.90,0.9823,0.1893,790.7361,0.0174
11,0.90,0.9848,0.1753,780.1293,0.0156
12,0.90,0.9867,0.1640,782.5701,-0.0091
13,0.90,0.9866,0.1644,775.4029,0.0062
14,0.90,0.9863,0.1664,780.4676,-0.0154
15,0.90,0.9832,0.1843,778.3015,0.0077
16,0.90,0.9870,0.1630,773.9949,-0.0065
17,0.90,0.9861,0.1686,776.3228,-0.0287
18,0.90,0.9874,0.1600,784.2603,-0.0144
19,0.90,0.9867,0.1647,786.2633,0.0268
20,0.90,0.9872,0.1615,785.7596,0.0286
21,0.90,0.9872,0.1615,785.7596,0.0286
22,0.90,0.9872,0.1615,785.7596,0.0286
23,0.90,0.9872,0.1615,785.7596,0.0286
24,0.90,0.9872,0.1615,785.7596,0.0286
25,0.90,0.9872,0.1615,785.7596,0.0286
26,0.90,0.9872,0.1615,785.7596,0.0286
27,0.90,0.9872,0.1615,785.7596,0.0286
28,0.90,0.9872,0.1615,785.7596,0.0286
29,0.90,0.9872,0.1615,785.7596,0.0286
