time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,1.00,0.9712,0.2432,815.6896,0.0192
1,1.00,0.9809,0.1977,810.9532,-0.0035
2,1.00,0.9850,0.1747,814.6430,-0.0140
3,1.00,0.9883,0.1536,821.3008,0.0174
4,1.00,0.9865,0.1659,823.1743,0.0230
5,1.00,0.9886,0.1518,827.7205,0.0036
6,1.00,0.9913,0.1326,824.3554,0.0010
7,1.00,0.9896,0.1449,825.9833,0.0148
8,1.00,0.9889,0.1493,828.3392,-0.0174
9,1.00,0.9878,0.1570,836.6457,0.0061
10,1.00,0.9875,0.1588,834.7983,0.0073
11,1.00,0.9885,0.1519,837.4478,0.0007
12,1.00,0.9894,0.1459,842.6241,-0.0078
13,1.00,0.9865,0.1655,839.2587,-0.0254
14,1.00,0.9841,0.1797,832.3132,-0.0182
15,1.00,0.9864,0.1663,827.1304,-0.0234
16,1.00,0.9901,0.1418,824.8656,-0.0116
17,1.00,0.9891,0.1481,822.1933,0.0183
18,1.00,0.9871,0.1617,827.6695,0.0053
19,1.00,0.9890,0.1500,820.0929,-0.0117
20,1.00,0.9863,0.1665,817.5459,-0.0070
21,1.00,0.9873,0.1601,815.2960,0.0005
22,1.00,0.9855,0.1719,827.1020,-0.0086
23,1.00,0.9822,0.1922,821.3799,0.0089
24,1.00,0.9860,0.1689,824.9369,0.0091
25,1.00,0.9893,0.1466,822.6814,0.0068
26,1.00,0.9885,0.1522,821.9805,0.0075
27,1.00,0.9885,0.1522,821.9805,0.0075
28,1.00,0.9885,0.1522,821.9805,0.0075
29,1.00,0.9885,0.1522,821.9805,0.0075
