time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.10,0.3313,1.6290,825.6183,-0.0086
1,0.10,0.5324,1.3782,818.2745,-0.0050
2,0.10,0.6637,1.1330,827.2538,-0.0539
3,0.10,0.7214,0.9915,838.5837,-0.0881
4,0.10,0.7235,0.9685,829.4623,-0.0358
5,0.10,0.7725,0.8900,805.5934,-0.0240
6,0.10,0.8299,0.7359,794.7758,0.0050
7,0.10,0.8536,0.5987,788.2153,-0.0160
8,0.10,0.8544,0.7488,780.0187,-0.0567
9,0.10,0.8470,0.6681,788.3753,-0.0114
10,0.10,0.8854,0.6122,792.8252,0.0144
11,0.10,0.8993,0.4629,793.7454,0.0262
12,0.10,0.9067,0.5403,793.8700,-0.0214
13,0.10,0.9074,0.4907,798.0236,-0.0437
14,0.10,0.8950,0.5138,800.1860,-0.0227
15,0.10,0.8683,0.6504,807.2988,-0.0143
16,0.10,0.8585,0.6912,796.2978,-0.0072
17,0.10,0.8650,0.5796,771.2037,-0.0555
18,0.10,0.8961,0.4756,773.4408,-0.0867
19,0.10,0.9079,0.5040,781.0799,-0.0630
20,0.10,0.8985,0.5557,788.4825,-0.0669
21,0.10,0.9040,0.4537,800.9752,-0.0450
22,0.10,0.9072,0.4441,810.8619,-0.0255
23,0.10,0.9093,0.4392,801.2211,0.0125
24,0.10,0.8932,0.4768,806.5379,0.0198
25,0.10,0.8961,0.4740,805.6910,0.0430
26,0.10,0.8864,0.6581,795.4362,0.0624
27,0.10,0.8895,0.5547,776.5219,0.0268
28,0.10,0.8937,0.4834,752.9748,0.0290
29,0.10,0.9022,0.4566,751.6492,0.0132
