time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.70,0.9415,0.4270,839.3522,-0.0492
1,0.70,0.9415,0.4270,839.3522,-0.0492
2,0.70,0.9415,0.4270,839.3522,-0.0492
3,0.70,0.9415,0.4270,839.3522,-0.0492
4,0.70,0.9415,0.4270,839.3522,-0.0492
5,0.70,0.9415,0.4270,839.3522,-0.0492
6,0.70,0.9415,0.4270,839.3522,-0.0492
7,0.70,0.9415,0.4270,839.3522,-0.0492
8,0.70,0.9415,0.4270,839.3522,-0.0492
9,0.70,0.9415,0.4270,839.3522,-0.0492
10,0.70,0.9415,0.4270,839.3522,-0.0492
11,0.70,0.9415,0.4270,839.3522,-0.0492
12,0.70,0.9415,0.4270,839.3522,-0.0492
13,0.70,0.9415,0.4270,839.3522,-0.0492
14,0.70,0.9415,0.4270,839.3522,-0.0492
15,0.70,0.9415,0.4270,839.3522,-0.0492
16,0.70,0.9415,0.4270,839.3522,-0.0492
17,0.70,0.9415,0.4270,839.3522,-0.0492
18,0.70,0.9415,0.4270,839.3522,-0.0492
19,0.70,0.9415,0.4270,839.3522,-0.0492
20,0.70,0.9415,0.4270,839.3522,-0.0492
21,0.70,0.9724,0.2384,835.5945,-0.0289
22,0.70,0.9737,0.2326,828.8223,-0.0106
23,0.70,0.9807,0.1997,824.0009,-0.0181
24,0.70,0.9857,0.1698,828.9357,-0.0058
25,0.70,0.9809,0.1968,826.3461,-0.0031
26,0.70,0.9775,0.2151,821.8757,-0.0067
27,0.70,0.9756,0.2245,816.0846,-0.0169
28,0.70,0.9862,0.1668,816.6578,0.0165
29,0.70,0.9853,0.1723,826.2538,0.0138
