time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.40,0.8530,0.6297,813.9964,-0.0391
1,0.40,0.9252,0.5168,810.1092,-0.0117
2,0.40,0.9595,0.2923,803.0352,-0.0078
3,0.40,0.9749,0.2257,801.3697,-0.0130
4,0.40,0.9751,0.2270,806.5957,-0.0065
5,0.40,0.9591,0.2914,805.0778,-0.0025
6,0.40,0.9576,0.2968,803.1524,0.0002
7,0.40,0.9641,0.2724,790.7754,0.0130
8,0.40,0.9639,0.2744,781.4626,0.0287
9,0.40,0.9639,0.2744,781.4626,0.0287
10,0.40,0.9639,0.2744,781.4626,0.0287
11,0.40,0.9639,0.2744,781.4626,0.0287
12,0.40,0.9639,0.2744,781.4626,0.0287
13,0.40,0.9639,0.2744,781.4626,0.0287
14,0.40,0.9639,0.2744,781.4626,0.0287
15,0.40,0.9639,0.2744,781.4626,0.0287
16,0.40,0.9639,0.2744,781.4626,0.0287
17,0.40,0.9639,0.2744,781.4626,0.0287
18,0.40,0.9639,0.2744,781.4626,0.0287
19,0.40,0.9639,0.2744,781.4626,0.0287
20,0.40,0.9639,0.2744,781.4626,0.0287
21,0.40,0.9639,0.2744,781.4626,0.0287
22,0.40,0.9639,0.2744,781.4626,0.0287
23,0.40,0.9597,0.3830,791.3538,0.0165
24,0.40,0.9685,0.2555,796.6367,0.0243
25,0.40,0.9649,0.2688,802.3800,-0.0182
26,0.40,0.9591,0.2919,791.1671,0.0141
27,0.40,0.9625,0.2783,781.1496,0.0200
28,0.40,0.9681,0.2566,778.9537,0.0163
29,0.40,0.9721,0.2396,784.8388,0.0330
