time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.60,0.9385,0.3648,799.6090,0.0091
1,0.60,0.9689,0.2522,794.5084,-0.0017
2,0.60,0.9720,0.2403,805.8145,0.0029
3,0.60,0.9771,0.2180,811.9536,0.0181
4,0.60,0.9750,0.2261,813.6353,0.0012
5,0.60,0.9820,0.1927,813.7578,0.0389
6,0.60,0.9850,0.1751,823.2553,0.0221
7,0.60,0.9798,0.2026,827.1068,-0.0036
8,0.60,0.9800,0.2013,821.0591,-0.0178
9,0.60,0.9791,0.2060,820.9846,-0.0001
10,0.60,0.9754,0.2258,818.0915,-0.0117
11,0.60,0.9754,0.2258,818.0915,-0.0117
12,0.60,0.9754,0.2258,818.0915,-0.0117
13,0.60,0.9754,0.2258,818.0915,-0.0117
14,0.60,0.9754,0.2258,818.0915,-0.0117
15,0.60,0.9754,0.2258,818.0915,-0.0117
16,0.60,0.9754,0.2258,818.0915,-0.0117
17,0.60,0.9754,0.2258,818.0915,-0.0117
18,0.60,0.9754,0.2258,818.0915,-0.0117
19,0.60,0.9754,0.2258,818.0915,-0.0117
20,0.60,0.9754,0.2258,818.0915,-0.0117
21,0.60,0.9754,0.2258,818.0915,-0.0117
22,0.60,0.9754,0.2258,818.0915,-0.0117
23,0.60,0.9754,0.2258,818.0915,-0.0117
24,0.60,0.9754,0.2258,818.0915,-0.0117
25,0.60,0.9754,0.2258,818.0915,-0.0117
26,0.60,0.9707,0.2447,822.6687,-0.0108
27,0.60,0.9712,0.2442,835.3296,-0.0055
28,0.60,0.9709,0.2446,828.1662,0.0321
29,0.60,0.9753,0.2258,815.5076,0.0005
