time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.90,0.9642,0.2711,814.5886,0.0250
1,0.90,0.9801,0.2010,809.7783,0.0081
2,0.90,0.9786,0.2088,807.7072,0.0026
3,0.90,0.9846,0.1766,809.5393,0.0014
4,0.90,0.9818,0.1924,800.7580,0.0043
5,0.90,0.9834,0.1838,795.8499,0.0180
6,0.90,0.9877,0.1585,797.3449,-0.0097
7,0.90,0.9869,0.1626,799.3961,-0.0105
8,0.90,0.9826,0.1888,796.3037,-0.0263
9,0.90,0.9826,0.1888,796.3037,-0.0263
10,0.90,0.9826,0.1888,796.3037,-0.0263
11,0.90,0.9826,0.1888,796.3037,-0.0263
12,0.90,0.9826,0.1888,796.3037,-0.0263
13,0.90,0.9826,0.1888,796.3037,-0.0263
14,0.90,0.9826,0.1888,796.3037,-0.0263
15,0.90,0.9826,0.1888,796.3037,-0.0263
16,0.90,0.9826,0.1888,796.3037,-0.0263
17,0.90,0.9826,0.1888,796.3037,-0.0263
18,0.90,0.9826,0.1888,796.3037,-0.0263
19,0.90,0.9826,0.1888,796.3037,-0.0263
20,0.90,0.9826,0.1888,796.3037,-0.0263
21,0.90,0.9826,0.1888,796.3037,-0.0263
22,0.90,0.9747,0.2277,785.6580,-0.0119
23,0.90,0.9747,0.2277,785.6580,-0.0119
24,0.90,0.9747,0.2277,785.6580,-0.0119
25,0.90,0.9747,0.2277,785.6580,-0.0119
26,0.90,0.9747,0.2277,785.6580,-0.0119
27,0.90,0.9747,0.2277,785.6580,-0.0119
28,0.90,0.9747,0.2277,785.6580,-0.0119
29,0.90,0.9747,0.2277,785.6580,-0.0119
