time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.80,0.9549,0.3076,817.8906,0.0092
1,0.80,0.9736,0.2348,808.3654,-0.0023
2,0.80,0.9730,0.2367,807.3418,0.0078
3,0.80,0.9808,0.1982,813.8609,0.0261
4,0.80,0.9877,0.1577,819.5176,0.0099
5,0.80,0.9833,0.1842,813.7880,-0.0131
6,0.80,0.9788,0.2085,806.5363,0.0152
7,0.80,0.9888,0.1507,808.5910,-0.0066
8,0.80,0.9859,0.1697,819.7469,-0.0238
9,0.80,0.9837,0.1826,819.9296,-0.0105
10,0.80,0.9837,0.1826,819.9296,-0.0105
11,0.80,0.9837,0.1826,819.9296,-0.0105
12,0.80,0.9837,0.1826,819.9296,-0.0105
13,0.80,0.9837,0.1826,819.9296,-0.0105
14,0.80,0.9765,0.2196,819.7956,0.0010
15,0.80,0.9828,0.1874,807.7993,-0.0012
16,0.80,0.9793,0.2053,804.5426,-0.0240
17,0.80,0.9874,0.1602,808.8972,-0.0227
18,0.80,0.9880,0.1566,811.4926,-0.0114
19,0.80,0.9868,0.1637,805.2238,0.0132
20,0.80,0.9837,0.1817,805.7506,-0.0037
21,0.80,0.9891,0.1482,814.5090,0.0180
22,0.80,0.9870,0.1637,816.6314,0.0092
23,0.80,0.9843,0.1794,815.7100,0.0169
24,0.80,0.9821,0.1905,810.4721,0.0096
25,0.80,0.9845,0.1770,814.2980,0.0113
26,0.80,0.9838,0.1817,818.7153,-0.0093
27,0.80,0.9821,0.1914,816.3708,-0.0075
28,0.80,0.9861,0.1677,809.5233,-0.0007
29,0.80,0.9860,0.1683,807.0376,-0.0159
