time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,1.00,0.9712,0.2424,833.2770,0.0142
1,1.00,0.9761,0.2210,833.0613,-0.0108
2,1.00,0.9854,0.1715,837.3435,0.0109
3,1.00,0.9879,0.1559,839.2007,-0.0052
4,1.00,0.9853,0.1726,839.1657,-0.0153
5,1.00,0.9881,0.1545,833.5894,0.0155
6,1.00,0.9884,0.1535,841.5979,-0.0102
7,1.00,0.9872,0.1607,851.7856,-0.0156
8,1.00,0.9893,0.1470,853.4078,0.0095
9,1.00,0.9888,0.1504,845.3068,-0.0019
10,1.00,0.9882,0.1542,849.6995,0.0060
11,1.00,0.9885,0.1525,849.5853,0.0147
12,1.00,0.9857,0.1706,845.1949,0.0023
13,1.00,0.9830,0.1857,834.7254,0.0002
14,1.00,0.9875,0.1591,839.4107,0.0109
15,1.00,0.9912,0.1328,846.0335,-0.0168
16,1.00,0.9902,0.1402,846.2736,0.0115
17,1.00,0.9866,0.1659,841.1774,0.0042
18,1.00,0.9880,0.1556,835.1549,0.0019
19,1.00,0.9870,0.1621,836.9418,0.0082
20,1.00,0.9889,0.1499,835.1566,-0.0140
21,1.00,0.9912,0.1330,832.8656,-0.0063
22,1.00,0.9888,0.1499,818.7437,-0.0077
23,1.00,0.9865,0.1653,826.4318,-0.0224
24,1.00,0.9902,0.1402,833.5356,-0.0108
25,1.00,0.9874,0.1596,830.9324,-0.0025
26,1.00,0.9868,0.1641,824.5145,0.0166
27,1.00,0.9886,0.1518,827.4785,0.0114
28,1.00,0.9887,0.1507,839.5499,0.0030
29,1.00,0.9900,0.1416,836.4320,0.0045
