time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.90,0.9666,0.2644,826.1558,0.0003
1,0.90,0.9767,0.2176,823.5256,-0.0101
2,0.90,0.9841,0.1793,825.8588,0.0188
3,0.90,0.9842,0.1791,831.5845,-0.0038
4,0.90,0.9856,0.1717,827.4302,-0.0031
5,0.90,0.9840,0.1823,819.0446,0.0010
6,0.90,0.9879,0.1563,825.3559,0.0235
7,0.90,0.9882,0.1549,830.0186,0.0041
8,0.90,0.9839,0.1814,835.0579,-0.0012
9,0.90,0.9846,0.1771,823.1516,-0.0077
10,0.90,0.9839,0.1813,831.6697,-0.0133
11,0.90,0.9872,0.1608,835.3434,-0.0025
12,0.90,0.9903,0.1398,840.9331,-0.0016
13,0.90,0.9904,0.1392,833.9688,-0.0069
14,0.90,0.9859,0.1693,835.4598,-0.0031
15,0.90,0.9845,0.1775,844.9205,0.0098
16,0.90,0.9861,0.1683,844.5506,0.0093
17,0.90,0.9854,0.1718,846.0567,0.0083
18,0.90,0.9854,0.1718,846.0567,0.0083
19,0.90,0.9854,0.1718,846.0567,0.0083
20,0.90,0.9854,0.1718,846.0567,0.0083
21,0.90,0.9854,0.1718,846.0567,0.0083
22,0.90,0.9854,0.1718,846.0567,0.0083
23,0.90,0.9854,0.1718,846.0567,0.0083
24,0.90,0.9854,0.1718,846.0567,0.0083
25,0.90,0.9854,0.1718,846.0567,0.0083
26,0.90,0.9854,0.1718,846.0567,0.0083
27,0.90,0.9854,0.1718,846.0567,0.0083
28,0.90,0.9854,0.1718,846.0567,0.0083
29,0.90,0.9854,0.1718,846.0567,0.0083
