time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,1.00,0.9675,0.2588,821.3782,0.0168
1,1.00,0.9823,0.1897,827.5385,0.0135
2,1.00,0.9845,0.1769,824.2734,0.0151
3,1.00,0.9826,0.1890,816.6350,0.0062
4,1.00,0.9888,0.1509,815.8938,-0.0014
5,1.00,0.9887,0.1512,823.2310,0.0152
6,1.00,0.9880,0.1560,829.2326,0.0133
7,1.00,0.9855,0.1716,831.2543,0.0156
8,1.00,0.9877,0.1586,823.0154,0.0059
9,1.00,0.9894,0.1468,825.0119,-0.0033
10,1.00,0.9871,0.1616,820.0167,-0.0137
11,1.00,0.9888,0.1507,810.3233,-0.0251
12,1.00,0.9898,0.1436,803.0781,-0.0327
13,1.00,0.9910,0.1347,802.3646,-0.0117
14,1.00,0.9904,0.1393,804.2509,-0.0055
15,1.00,0.9904,0.1393,804.2509,-0.0055
16,1.00,0.9904,0.1393,804.2509,-0.0055
17,1.00,0.9904,0.1393,804.2509,-0.0055
18,1.00,0.9904,0.1393,804.2509,-0.0055
19,1.00,0.9904,0.1393,804.2509,-0.0055
20,1.00,0.9862,0.1667,806.4054,-0.0073
21,1.00,0.9889,0.1493,803.5769,0.0031
22,1.00,0.9884,0.1536,804.9658,-0.0167
23,1.00,0.9909,0.1355,797.9712,-0.0080
24,1.00,0.9911,0.1338,803.3475,-0.0079
25,1.00,0.9897,0.1445,805.7958,-0.0162
26,1.00,0.9900,0.1422,804.8146,0.0069
27,1.00,0.9876,0.1591,793.8582,0.0153
28,1.00,0.9917,0.1294,796.8004,0.0120
29,1.00,0.9860,0.1689,803.6388,-0.0024
