time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.70,0.9563,0.3009,847.3083,0.0044
1,0.70,0.9710,0.2444,839.7342,-0.0093
2,0.70,0.9748,0.2282,836.6776,-0.0235
3,0.70,0.9828,0.1870,837.5729,-0.0126
4,0.70,0.9832,0.1845,837.6280,-0.0053
5,0.70,0.9873,0.1598,836.3979,0.0059
6,0.70,0.9855,0.1713,847.8487,-0.0023
7,0.70,0.9800,0.2010,850.3382,-0.0126
8,0.70,0.9800,0.2010,850.3382,-0.0126
9,0.70,0.9800,0.2010,850.3382,-0.0126
10,0.70,0.9800,0.2010,850.3382,-0.0126
11,0.70,0.9800,0.2010,850.3382,-0.0126
12,0.70,0.9800,0.2010,850.3382,-0.0126
13,0.70,0.9800,0.2010,850.3382,-0.0126
14,0.70,0.9800,0.2010,850.3382,-0.0126
15,0.70,0.9800,0.2010,850.3382,-0.0126
16,0.70,0.9800,0.2010,850.3382,-0.0126
17,0.70,0.9800,0.2010,850.3382,-0.0126
18,0.70,0.9800,0.2010,850.3382,-0.0126
19,0.70,0.9800,0.2010,850.3382,-0.0126
20,0.70,0.9800,0.2010,850.3382,-0.0126
21,0.70,0.9800,0.2010,850.3382,-0.0126
22,0.70,0.9800,0.2010,850.3382,-0.0126
23,0.70,0.9800,0.2010,850.3382,-0.0126
24,0.70,0.9800,0.2010,850.3382,-0.0126
25,0.70,0.9800,0.2010,850.3382,-0.0126
26,0.70,0.9800,0.2010,850.3382,-0.0126
27,0.70,0.9800,0.2010,850.3382,-0.0126
28,0.70,0.9800,0.2010,850.3382,-0.0126
29,0.70,0.9800,0.2010,850.3382,-0.0126
