time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.70,0.9405,0.3610,848.4554,0.0354
1,0.70,0.9644,0.2762,843.7454,0.0210
2,0.70,0.9772,0.2158,842.2566,0.0154
3,0.70,0.9796,0.2041,841.3189,-0.0096
4,0.70,0.9777,0.2139,848.3588,-0.0151
5,0.70,0.9771,0.2160,843.0032,-0.0318
6,0.70,0.9803,0.2008,836.4659,-0.0199
7,0.70,0.9828,0.1868,838.4469,-0.0088
8,0.70,0.9830,0.1857,838.4754,-0.0085
9,0.70,0.9830,0.1857,838.4754,-0.0085
10,0.70,0.9830,0.1857,838.4754,-0.0085
11,0.70,0.9830,0.1857,838.4754,-0.0085
12,0.70,0.9830,0.1857,838.4754,-0.0085
13,0.70,0.9830,0.1857,838.4754,-0.0085
14,0.70,0.9830,0.1857,838.4754,-0.0085
15,0.70,0.9830,0.1857,838.4754,-0.0085
16,0.70,0.9830,0.1857,838.4754,-0.0085
17,0.70,0.9830,0.1857,838.4754,-0.0085
18,0.70,0.9830,0.1857,838.4754,-0.0085
19,0.70,0.9830,0.1857,838.4754,-0.0085
20,0.70,0.9830,0.1857,838.4754,-0.0085
21,0.70,0.9830,0.1857,838.4754,-0.0085
22,0.70,0.9830,0.1857,838.4754,-0.0085
23,0.70,0.9830,0.1857,838.4754,-0.0085
24,0.70,0.9830,0.1857,838.4754,-0.0085
25,0.70,0.9798,0.2028,840.9570,0.0024
26,0.70,0.9783,0.2104,857.8098,-0.0133
27,0.70,0.9832,0.1850,857.3689,-0.0199
28,0.70,0.9799,0.2032,839.9185,-0.0232
29,0.70,0.9778,0.2122,841.5503,-0.0271
