time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.90,0.9715,0.2414,824.1787,-0.0190
1,0.90,0.9715,0.2414,824.1787,-0.0190
2,0.90,0.9715,0.2414,824.1787,-0.0190
3,0.90,0.9715,0.2414,824.1787,-0.0190
4,0.90,0.9715,0.2414,824.1787,-0.0190
5,0.90,0.9715,0.2414,824.1787,-0.0190
6,0.90,0.9715,0.2414,824.1787,-0.0190
7,0.90,0.9715,0.2414,824.1787,-0.0190
8,0.90,0.9715,0.2414,824.1787,-0.0190
9,0.90,0.9715,0.2414,824.1787,-0.0190
10,0.90,0.9715,0.2414,824.1787,-0.0190
11,0.90,0.9715,0.2414,824.1787,-0.0190
12,0.90,0.9715,0.2414,824.1787,-0.0190
13,0.90,0.9715,0.2414,824.1787,-0.0190
14,0.90,0.9715,0.2414,824.1787,-0.0190
15,0.90,0.9715,0.2414,824.1787,-0.0190
16,0.90,0.9715,0.2414,824.1787,-0.0190
17,0.90,0.9715,0.2414,824.1787,-0.0190
18,0.90,0.9715,0.2414,824.1787,-0.0190
19,0.90,0.9715,0.2414,824.1787,-0.0190
20,0.90,0.9715,0.2414,824.1787,-0.0190
21,0.90,0.9715,0.2414,824.1787,-0.0190
22,0.90,0.9715,0.2414,824.1787,-0.0190
23,0.90,0.9715,0.2414,824.1787,-0.0190
24,0.90,0.9715,0.2414,824.1787,-0.0190
25,0.90,0.9715,0.2414,824.1787,-0.0190
26,0.90,0.9715,0.2414,824.1787,-0.0190
27,0.90,0.9715,0.2414,824.1787,-0.0190
28,0.90,0.9715,0.2414,824.1787,-0.0190
29,0.90,0.9715,0.2414,824.1787,-0.0190
