time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.10,0.3888,1.4941,815.8359,-0.1251
1,0.10,0.5275,1.4005,825.4343,-0.0489
2,0.10,0.5625,1.4666,824.6084,-0.0564
3,0.10,0.6127,1.3808,826.5385,-0.0178
4,0.10,0.7097,1.0398,822.7690,-0.0226
5,0.10,0.7811,0.9167,830.9183,0.0397
6,0.10,0.7927,0.8776,833.2706,0.0407
7,0.10,0.8462,0.7177,814.4566,0.0130
8,0.10,0.8882,0.5382,812.1130,0.0572
9,0.10,0.8816,0.5990,832.2243,0.0273
10,0.10,0.8797,0.6588,844.8593,0.0016
11,0.10,0.8914,0.6017,845.3611,-0.0023
12,0.10,0.8956,0.5214,849.2581,0.0384
13,0.10,0.8831,0.6404,827.2621,0.0159
14,0.10,0.8877,0.5360,800.3653,0.0030
15,0.10,0.8885,0.5650,791.1353,-0.0707
16,0.10,0.9053,0.5848,795.3271,-0.0461
17,0.10,0.9034,0.5614,815.2478,0.0029
18,0.10,0.8942,0.5353,822.4056,0.0176
19,0.10,0.9037,0.5963,822.1834,0.0379
20,0.10,0.8944,0.6177,817.3662,0.0282
21,0.10,0.9154,0.4214,830.5199,0.0393
22,0.10,0.8938,0.5187,829.3906,0.0497
23,0.10,0.8926,0.5220,838.0878,0.0572
24,0.10,0.9024,0.4528,837.5846,0.0694
25,0.10,0.9135,0.4277,840.1391,0.0604
26,0.10,0.9088,0.5516,826.9827,0.0500
27,0.10,0.8998,0.4702,816.5403,0.0663
28,0.10,0.9146,0.4270,828.2358,0.0549
29,0.10,0.9250,0.3986,821.6464,0.0180
