time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.80,0.9678,0.2572,844.5715,-0.0085
1,0.80,0.9737,0.2319,839.1534,-0.0038
2,0.80,0.9806,0.1994,846.9485,0.0033
3,0.80,0.9774,0.2172,840.5884,-0.0069
4,0.80,0.9849,0.1751,830.4102,0.0155
5,0.80,0.9881,0.1548,814.6765,0.0053
6,0.80,0.9880,0.1557,826.7851,0.0319
7,0.80,0.9864,0.1664,828.3658,0.0188
8,0.80,0.9824,0.1900,829.3337,0.0028
9,0.80,0.9824,0.1900,829.3337,0.0028
10,0.80,0.9824,0.1900,829.3337,0.0028
11,0.80,0.9824,0.1900,829.3337,0.0028
12,0.80,0.9824,0.1900,829.3337,0.0028
13,0.80,0.9824,0.1900,829.3337,0.0028
14,0.80,0.9824,0.1900,829.3337,0.0028
15,0.80,0.9820,0.1906,824.7192,-0.0050
16,0.80,0.9786,0.2097,815.4110,0.0152
17,0.80,0.9844,0.1783,823.8768,0.0382
18,0.80,0.9890,0.1488,824.5811,-0.0052
19,0.80,0.9820,0.1912,829.0810,0.0174
20,0.80,0.9803,0.1998,824.6077,0.0165
21,0.80,0.9780,0.2125,831.2743,0.0126
22,0.80,0.9840,0.1801,832.0319,0.0388
23,0.80,0.9804,0.2007,843.6277,0.0496
24,0.80,0.9837,0.1823,834.9756,0.0351
25,0.80,0.9849,0.1753,831.1201,-0.0015
26,0.80,0.9862,0.1669,839.6665,0.0069
27,0.80,0.9852,0.1737,839.2885,0.0001
28,0.80,0.9826,0.1890,831.9189,-0.0135
29,0.80,0.9850,0.1748,826.9463,0.0057
