time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.10,0.3975,1.6599,815.3448,0.0890
1,0.10,0.5400,1.5209,809.5353,0.0548
2,0.10,0.6479,1.4058,810.0394,0.0872
3,0.10,0.7392,1.1135,814.4990,0.0765
4,0.10,0.8058,0.9790,825.9474,0.0684
5,0.10,0.8473,0.7629,828.6854,0.1111
6,0.10,0.8811,0.6276,818.1606,0.1121
7,0.10,0.8979,0.5758,820.4266,0.0810
8,0.10,0.8926,0.4817,817.6261,0.1208
9,0.10,0.9185,0.4188,828.4371,0.0583
10,0.10,0.9161,0.4207,830.6283,0.0578
11,0.10,0.9050,0.4485,835.8840,0.0029
12,0.10,0.9073,0.5251,843.2092,0.0252
13,0.10,0.8790,0.5101,865.5183,0.0211
14,0.10,0.8646,0.6935,882.1838,0.0322
15,0.10,0.9016,0.5063,879.1701,0.0019
16,0.10,0.8792,0.5738,873.8953,0.0071
17,0.10,0.8828,0.7690,878.1740,-0.0414
18,0.10,0.8908,0.6591,873.9461,-0.0247
19,0.10,0.9068,0.5317,871.2508,-0.0475
20,0.10,0.9116,0.4350,871.3250,-0.0390
21,0.10,0.9222,0.4060,855.3356,-0.0842
22,0.10,0.9272,0.3910,847.3658,-0.0766
23,0.10,0.9202,0.4120,844.9007,-0.0346
24,0.10,0.8806,0.5082,843.4949,0.0224
25,0.10,0.8927,0.4824,852.8413,0.0409
26,0.10,0.9064,0.4892,851.2962,0.0086
27,0.10,0.9078,0.4405,831.2122,0.0297
28,0.10,0.9084,0.5135,814.0144,0.0498
29,0.10,0.9029,0.4542,806.2859,0.0676
