time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.40,0.8786,0.6426,841.1538,0.0379
1,0.40,0.9393,0.3576,840.0302,0.0270
2,0.40,0.9608,0.2852,841.9896,-0.0221
3,0.40,0.9606,0.2863,853.4870,-0.0118
4,0.40,0.9613,0.2819,854.6169,0.0069
5,0.40,0.9633,0.2773,845.2725,0.0252
6,0.40,0.9702,0.2487,850.5647,0.0133
7,0.40,0.9622,0.2807,848.8876,0.0066
8,0.40,0.9622,0.2807,848.8876,0.0066
9,0.40,0.9622,0.2807,848.8876,0.0066
10,0.40,0.9622,0.2807,848.8876,0.0066
11,0.40,0.9622,0.2807,848.8876,0.0066
12,0.40,0.9622,0.2807,848.8876,0.0066
13,0.40,0.9622,0.2807,848.8876,0.0066
14,0.40,0.9617,0.2830,851.4598,0.0346
15,0.40,0.9641,0.2725,853.1764,0.0230
16,0.40,0.9602,0.2858,844.2443,0.0011
17,0.40,0.9632,0.2760,853.7592,0.0039
18,0.40,0.9602,0.2880,847.7634,0.0209
19,0.40,0.9610,0.2844,843.1542,0.0164
20,0.40,0.9718,0.2411,834.9919,0.0152
21,0.40,0.9643,0.2736,821.8711,0.0072
22,0.40,0.9721,0.2387,826.5957,-0.0396
23,0.40,0.9704,0.2462,808.0895,-0.0379
24,0.40,0.9654,0.2665,809.7071,-0.0189
25,0.40,0.9719,0.2393,806.0417,-0.0015
26,0.40,0.9686,0.2545,804.0885,-0.0073
27,0.40,0.9657,0.2664,814.8881,0.0343
28,0.40,0.9705,0.2453,805.4819,0.0517
29,0.40,0.9776,0.2132,808.9144,0.0468
