time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.30,0.7530,0.9333,830.7593,-0.0312
1,0.30,0.8842,0.5984,833.9498,-0.0246
2,0.30,0.9331,0.4266,831.9361,-0.0186
3,0.30,0.9381,0.3963,813.7756,0.0216
4,0.30,0.9514,0.4218,801.6374,0.0152
5,0.30,0.9498,0.4010,826.9758,0.0226
6,0.30,0.9454,0.4114,841.3939,0.0183
7,0.30,0.9499,0.3238,843.0390,-0.0007
8,0.30,0.9400,0.3553,821.1252,0.0009
9,0.30,0.9524,0.3150,815.5781,0.0303
10,0.30,0.9524,0.3150,815.5781,0.0303
11,0.30,0.9524,0.3150,815.5781,0.0303
12,0.30,0.9524,0.3150,815.5781,0.0303
13,0.30,0.9524,0.3150,815.5781,0.0303
14,0.30,0.9524,0.3150,815.5781,0.0303
15,0.30,0.9524,0.3150,815.5781,0.0303
16,0.30,0.9524,0.3150,815.5781,0.0303
17,0.30,0.9524,0.3150,815.5781,0.0303
18,0.30,0.9524,0.3150,815.5781,0.0303
19,0.30,0.9524,0.3150,815.5781,0.0303
20,0.30,0.9524,0.3150,815.5781,0.0303
21,0.30,0.9524,0.3150,815.5781,0.0303
22,0.30,0.9524,0.3150,815.5781,0.0303
23,0.30,0.9524,0.3150,815.5781,0.0303
24,0.30,0.9524,0.3150,815.5781,0.0303
25,0.30,0.9524,0.3150,815.5781,0.0303
26,0.30,0.9524,0.3150,815.5781,0.0303
27,0.30,0.9524,0.3150,815.5781,0.0303
28,0.30,0.9524,0.3150,815.5781,0.0303
29,0.30,0.9524,0.3150,815.5781,0.0303
