time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.30,0.7597,1.0098,828.8515,-0.0628
1,0.30,0.8971,0.5485,820.2027,-0.0543
2,0.30,0.9388,0.3834,821.5505,0.0042
3,0.30,0.9589,0.2920,816.5139,0.0083
4,0.30,0.9585,0.2949,803.4760,0.0093
5,0.30,0.9548,0.3080,810.3648,0.0141
6,0.30,0.9590,0.2909,801.6259,-0.0348
7,0.30,0.9546,0.3090,799.4343,0.0252
8,0.30,0.9545,0.3086,783.0978,0.0447
9,0.30,0.9602,0.2873,782.0568,0.0006
10,0.30,0.9550,0.3075,795.9849,0.0245
11,0.30,0.9550,0.3075,795.9849,0.0245
12,0.30,0.9550,0.3075,795.9849,0.0245
13,0.30,0.9550,0.3075,795.9849,0.0245
14,0.30,0.9550,0.3075,795.9849,0.0245
15,0.30,0.9550,0.3075,795.9849,0.0245
16,0.30,0.9550,0.3075,795.9849,0.0245
17,0.30,0.9550,0.3075,795.9849,0.0245
18,0.30,0.9550,0.3075,795.9849,0.0245
19,0.30,0.9550,0.3075,795.9849,0.0245
20,0.30,0.9550,0.3075,795.9849,0.0245
21,0.30,0.9550,0.3075,795.9849,0.0245
22,0.30,0.9550,0.3075,795.9849,0.0245
23,0.30,0.9586,0.2941,803.4089,0.0307
24,0.30,0.9692,0.2506,805.1504,-0.0211
25,0.30,0.9557,0.3029,798.8492,-0.0416
26,0.30,0.9416,0.3498,785.5806,-0.0234
27,0.30,0.9483,0.3273,791.3034,0.0084
28,0.30,0.9639,0.2738,819.5609,-0.0315
29,0.30,0.9555,0.3049,826.0142,-0.0581
